,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-02-22,BEAT,"Biotelemetry, I...","1,655",amc,0.21,--,--,--,4.99%
2018-02-22,CHK,Chesapeake Ener...,"3,022",bmo,0.25,--,--,--,21.67%
2018-02-22,TTD,The Trade Desk...,"10,586",amc,0.48,--,--,--,23.84%
2018-02-22,DNR,Denbury Resourc...,563,bmo,0.07,--,--,--,16.35%
2018-02-22,NOG,Northern Oil An...,757,amc,0.1,--,--,--,-2.38%
2018-02-22,PPL,Ppl Corporation...,"22,381",bmo,0.48,--,--,--,-1.96%
2018-02-22,HPE,Hewlett Packard...,"20,315",amc,0.23,--,--,--,10.54%
2018-02-22,APA,Apache Corporat...,"10,218",bmo,0.21,--,--,--,-6.32%
2018-02-22,UNT,Unit Corporatio...,474,bmo,0.2,--,--,--,6.94%
2018-02-22,HPQ,Hp Inc.,"31,873",amc,0.42,--,--,--,3.46%
2018-02-22,PLNT,"Planet Fitness,...","7,095",amc,0.23,--,--,--,12.17%
2018-02-22,MAIN,Main Street Cap...,"2,602",amc,0.59,--,--,--,0.90%
2018-02-22,ZBRA,Zebra Technolog...,"11,715",bmo,2.12,--,--,--,12.37%
2018-02-22,STOR,Store Capital C...,"7,745",bmo,0.41,--,--,--,3.62%
2018-02-22,OLED,Universal Displ...,"8,989",amc,0.82,--,--,--,-15.82%
2018-02-22,HSC,Harsco Corporat...,"2,165",bmo,0.15,--,--,--,17.01%
2018-02-22,INTU,Intuit Inc.,"70,136",amc,0.34,--,--,--,-0.19%
2018-02-22,SGMO,Sangamo Therape...,"1,315",bmo,-0.18,--,--,--,14.41%
2018-02-22,FSLR,"First Solar, In...","7,042",amc,-0.32,--,--,--,-6.77%
2018-02-22,SMLP,Summit Midstrea...,623,amc,0.21,--,--,--,-8.85%
2018-02-22,NEM,Newmont Mining...,"31,490",bmo,0.4,--,--,--,-1.39%
2018-02-22,HRL,Hormel Foods Co...,"22,231",bmo,0.44,--,--,--,0.98%
2018-02-22,APLE,Apple Hospitali...,"3,539",amc,0.36,--,--,--,-0.78%
2018-02-22,AROC,"Archrock, Inc.","1,358",bmo,-0.03,--,--,--,2.82%
2018-02-22,TRTN,Triton Internat...,"2,504",amc,0.81,--,--,--,7.95%
