,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-02-16,KO,Coca-cola Compa...,"222,307",bmo,0.38,--,--,--,0.45%
2018-02-16,ENB,Enbridge Inc,"73,646",bmo,0.42,--,--,--,-0.81%
2018-02-16,IRM,Iron Mountain I...,"9,063",bmo,0.57,--,--,--,-1.63%
2018-02-16,DE,Deere & Company...,"51,803",bmo,1.16,--,--,--,1.58%
2018-02-16,VFC,V.f. Corporatio...,"34,874",bmo,1.02,--,--,--,-11.08%
2018-02-16,NWL,Newell Brands I...,"6,482",bmo,0.67,--,--,--,2.13%
2018-02-16,AEE,Ameren Corporat...,"18,776",bmo,0.34,--,--,--,0.11%
2018-02-16,CPB,Campbell Soup C...,"12,519",bmo,0.81,--,--,--,-3.21%
2018-02-16,AFLYY,Air France-klm...,"4,243",--,0.5,--,--,--,--
2018-02-16,SJM,The J. M. Smuck...,"13,627",bmo,2.16,--,--,--,1.48%
2018-02-16,R,"Ryder System, I...","2,970",bmo,1.35,--,--,--,-9.81%
2018-02-16,VMC,Vulcan Material...,"18,461",bmo,0.72,--,--,--,-5.17%
2018-02-16,AXL,American Axle &...,"1,320",bmo,0.77,--,--,--,-3.55%
2018-02-16,POR,Portland Genera...,"4,916",bmo,0.65,--,--,--,0.59%
2018-02-16,IPGP,Ipg Photonics C...,"7,918",bmo,1.72,--,--,--,-7.61%
2018-02-16,NHI,National Health...,"3,432",bmo,1.33,--,--,--,2.22%
2018-02-16,EPAM,"Epam Systems, I...","9,840",bmo,0.97,--,--,--,2.42%
2018-02-16,ITT,Itt Inc.,"5,739",bmo,0.59,--,--,--,2.78%
2018-02-16,GLOG,Gaslog Lp.,"1,160",bmo,0.06,--,--,--,-9.80%
2018-02-16,WBC,Wabco Holdings...,"6,766",bmo,1.8,--,--,--,-3.89%
2018-02-16,B,"Barnes Group, I...","2,876",bmo,0.68,--,--,--,1.69%
2018-02-16,GVA,Granite Constru...,"2,203",bmo,0.68,--,--,--,4.66%
2018-02-16,OZM,Och-ziff Capita...,"1,211",bmo,2.1,--,--,--,5.71%
2018-02-16,TYPE,Monotype Imagin...,721,bmo,0.08,--,--,--,4.24%
2018-02-16,MNI,Mcclatchy Compa...,20,bmo,0.72,--,--,--,8.54%
