,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-01-29,LMT,Lockheed Martin...,"104,517",bmo,4.06,--,--,--,1.89%
2018-01-29,D,Dominion Energy...,"62,504",bmo,0.88,--,--,--,-0.54%
2018-01-29,WRK,Westrock Compan...,"9,786",bmo,0.75,--,--,--,-2.65%
2018-01-29,STX,Seagate Technol...,"13,081",bmo,1.4,--,--,--,0.31%
2018-01-29,ARLP,Alliance Resour...,"2,271",bmo,0.54,--,--,--,-2.76%
2018-01-29,HA,Hawaiian Holdin...,"1,345",amc,1.1,--,--,--,4.27%
2018-01-29,PFG,Principal Finan...,"16,381",amc,1.37,--,--,--,-8.05%
2018-01-29,GGG,Graco Inc.,"8,472",amc,0.36,--,--,--,-4.37%
2018-01-29,ADNT,Adient Plc,"2,210",bmo,1.11,--,--,--,-7.65%
2018-01-29,CR,Crane Company,"5,064",amc,1.17,--,--,--,3.68%
2018-01-29,WERN,Werner Enterpri...,"2,166",amc,0.39,--,--,--,-5.13%
2018-01-29,ASH,Ashland Global...,"4,965",amc,0.47,--,--,--,0.40%
2018-01-29,ARE,Alexandria Real...,"16,464",amc,1.54,--,--,--,1.00%
2018-01-29,RGA,Reinsurance Gro...,"9,926",amc,2.82,--,--,--,0.17%
2018-01-29,SOGO,Sogou Inc. Spon...,"1,636",bmo,0.04,--,--,--,-9.33%
2018-01-29,AMG,Affiliated Mana...,"4,662",bmo,4.55,--,--,--,-3.04%
2018-01-29,CVTI,Covenant Transp...,269,amc,0.59,--,--,--,-5.05%
2018-01-29,IEX,Idex Corporatio...,"13,001",amc,1.07,--,--,--,2.69%
2018-01-29,ELS,Equity Lifestyl...,"11,240",amc,0.87,--,--,--,0.52%
2018-01-29,JJSF,J & J Snack Foo...,"3,082",amc,0.78,--,--,--,-7.06%
2018-01-29,HLI,"Houlihan Lokey,...","3,027",amc,0.57,--,--,--,-2.35%
2018-01-29,PCH,Potlatch Corpor...,"2,725",amc,0.6,--,--,--,-1.73%
2018-01-29,IBTX,Independent Ban...,"2,474",amc,0.93,--,--,--,-1.23%
2018-01-29,FBP,First Bancorp.,"2,399",bmo,0.06,--,--,--,3.74%
2018-01-29,FMBI,First Midwest B...,"2,232",amc,0.36,--,--,--,-4.62%
