,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,BMO,Bank Of Montrea...,"49,305",bmo,1.67,1.74,+0.07 ,+4.19% ,1.21%
1,DKS,Dick's Sporting...,"3,381",bmo,0.42,0.59,+0.17 ,+40.48% ,25.82%
2,BOX,"Box, Inc.","2,556",amc,-0.08,-0.07,+0.01 ,+12.50% ,-7.56%
3,KEYS,Keysight Techno...,"17,212",amc,0.83,0.83,0.00 ,0.00% ,10.85%
4,PVH,Pvh Corp.,"6,953",amc,2.25,2.36,+0.11 ,+4.89% ,2.89%
5,TLYS,"Tilly's, Inc.",234,amc,0.01,0.04,+0.03 ,+300.00% ,12.69%
6,ADI,"Analog Devices,...","41,731",bmo,1.37,1.45,+0.08 ,+5.84% ,0.63%
7,GES,"Guess?, Inc.","1,170",amc,-0.23,-0.23,0.00 ,0.00% ,-19.44%
8,CHS,"Chico's Fas, In...",408,bmo,0.26,0.23,-0.03 ,-11.54% ,-18.22%
9,NGL,Ngl Energy Part...,"1,900",amc,0.45,0.71,+0.26 ,+57.78% ,0.00%
10,SMTC,Semtech Corpora...,"3,269",amc,0.46,0.47,+0.01 ,+2.17% ,6.84%
11,MOV,Movado Group In...,626,bmo,0.12,0.37,+0.25 ,+208.33% ,16.59%
12,CMCO,Columbus Mckinn...,973,bmo,0.50,0.51,+0.01 ,+2.00% ,10.25%
13,NTIOF,National Bank O...,"16,186",bmo,1.10,1.15,+0.05 ,+4.55% ,1.23%
14,UHAL,Amerco,"7,385",amc,0.66,0.56,-0.10 ,-15.15% ,-9.43%
15,ASND,Ascendis Pharma...,"4,735",amc,-0.93,-1.31,-0.38 ,-40.86% ,-1.67%
16,ROLL,Rbc Bearings In...,"4,118",bmo,1.13,1.08,-0.05 ,-4.42% ,2.07%
17,DSGX,The Descartes S...,"3,139",amc,0.11,0.09,-0.02 ,-18.18% ,-5.10%
18,MMYT,Makemytrip Limi...,"2,813",bmo,-0.30,-0.25,+0.05 ,+16.67% ,-1.15%
19,CSWI,Csw Industrials...,"1,023",bmo,0.47,--,--,--,4.73%
20,GOGL,Golden Ocean Gr...,919,bmo,0.03,0.12,+0.09 ,+300.00% ,0.73%
21,QADA,Qad Inc.,831,amc,0.10,0.15,+0.05 ,+50.00% ,9.85%
22,BFRA,Biofrontera Ag...,407,--,-0.08,--,--,--,--
23,EVLV,Evine Live Inc....,33,bmo,-0.02,-0.02,0.00 ,0.00% ,0.00%
