,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-05-21,NXNN,Nexeon Medsyste...,7,--,-0.84,--,--,--,--
2018-05-21,PSTG,"Pure Storage, I...","3,882",amc,-0.12,-0.07,+0.05 ,+41.67% ,-5.64%
2018-05-21,CRMT,America's Car-m...,570,amc,0.99,1.43,+0.44 ,+44.44% ,14.53%
2018-05-21,IGT,International G...,"2,722",bmo,0.27,0.15,-0.12 ,-44.44% ,-1.97%
2018-05-21,GSM,Ferroglobe Plc,320,amc,0.16,0.19,+0.03 ,+18.75% ,4.23%
2018-05-21,QD,Qudian Inc. Spo...,"2,657",bmo,0.23,--,--,--,-16.46%
2018-05-21,RYAAY,Ryanair Holding...,"15,848",--,0.25,0.30,+0.05 ,+20.00% ,--
2018-05-21,NDSN,Nordson Corpora...,"7,966",amc,1.42,1.56,+0.14 ,+9.86% ,-7.43%
2018-05-21,TEO,Telecom Argenti...,"3,439",--,0.39,0.41,+0.02 ,+5.13% ,--
2018-05-21,SUPV,Grupo Superviel...,607,--,0.49,0.40,-0.09 ,-18.37% ,--
2018-05-21,MEEC,Midwest Energy...,20,amc,-0.03,-0.03,0.00 ,0.00% ,-25.00%
2018-05-21,DPW,Digital Power C...,9,amc,-1.6,--,--,--,-7.69%
