,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2017-08-15,HD,"The Home Depot,...","232,667",bmo,2.21,--,--,--,-2.65%
2017-08-15,TJX,The Tjx Compani...,"66,005",bmo,0.42,--,--,--,0.78%
2017-08-15,NBEV,New Age Beverag...,339,--,0.02,--,--,--,--
2017-08-15,AAP,Advance Auto Pa...,"11,522",bmo,1.65,--,--,--,-20.34%
2017-08-15,DKS,Dick's Sporting...,"3,381",bmo,1.0,--,--,--,-23.03%
2017-08-15,URBN,Urban Outfitter...,"2,312",amc,0.37,--,--,--,17.48%
2017-08-15,A,Agilent Technol...,"23,937",amc,0.52,--,--,--,4.65%
2017-08-15,BITA,Bitauto Holding...,769,bmo,0.31,--,--,--,-3.56%
2017-08-15,ABEO,Abeona Therapeu...,224,--,-0.13,--,--,--,--
2017-08-15,VIAV,Viavi Solutions...,"3,220",amc,0.08,--,--,--,-0.38%
2017-08-15,JKHY,Jack Henry & As...,"10,588",amc,0.83,--,--,--,-4.62%
2017-08-15,QIWI,Qiwi Plc,"1,231",bmo,0.24,--,--,--,-5.34%
2017-08-15,OBSV,Obseva Sa,509,amc,-0.48,--,--,--,0.07%
2017-08-15,ECC,Eagle Point Cre...,444,bmo,0.51,--,--,--,3.31%
2017-08-15,CATS,Catasys Inc.,297,amc,-0.13,--,--,--,0.00%
2017-08-15,SNMP,Sanchez Midstre...,40,bmo,-0.48,--,--,--,0.93%
2017-08-15,STAF,Staffing 360 So...,14,amc,-0.1,--,--,--,-4.69%
2017-08-15,FCHS,First Choice He...,8,bmo,0.05,--,--,--,-3.70%
