,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,PG,Procter & Gambl...,"283,818",bmo,0.98,1.00,+0.02 ,+2.04% ,-4.16%
1,BX,Blackstone Grou...,"31,105",bmo,0.46,0.65,+0.19 ,+41.30% ,1.07%
2,PM,Philip Morris I...,"124,651",bmo,0.88,1.00,+0.12 ,+13.64% ,-15.58%
3,TEAM,Atlassian Corpo...,"14,349",amc,0.08,0.10,+0.02 ,+25.00% ,-6.53%
4,NVS,Novartis Ag,"207,496",bmo,1.25,1.28,+0.03 ,+2.40% ,-3.30%
5,NUE,Nucor Corporati...,"16,858",bmo,1.10,1.17,+0.07 ,+6.36% ,-0.44%
6,ETFC,E*trade Financi...,"11,292",amc,0.79,0.88,+0.09 ,+11.39% ,2.80%
7,KEY,Keycorp,"18,149",bmo,0.38,0.38,0.00 ,0.00% ,3.60%
8,SKX,Skechers U.s.a....,"5,155",amc,0.75,0.75,0.00 ,0.00% ,-27.04%
9,TSM,Taiwan Semicond...,"207,080",bmo,0.60,0.59,-0.01 ,-1.67% ,-5.70%
10,BBT,Bb&t Corporatio...,"38,250",bmo,0.92,0.97,+0.05 ,+5.43% ,3.42%
11,BK,The Bank Of New...,"42,638",bmo,0.97,1.10,+0.13 ,+13.40% ,5.70%
12,GWW,"W.w. Grainger,...","14,944",bmo,3.41,4.18,+0.77 ,+22.58% ,5.34%
13,ABB,Abb Ltd,"41,575",bmo,0.31,0.31,0.00 ,0.00% ,3.45%
14,DHR,Danaher Corpora...,"103,417",bmo,0.93,0.99,+0.06 ,+6.45% ,-0.88%
15,PPG,"Ppg Industries,...","27,851",bmo,1.41,1.39,-0.02 ,-1.42% ,-3.14%
16,GPC,Genuine Parts C...,"15,424",bmo,1.32,1.27,-0.05 ,-3.79% ,-3.52%
17,DGX,Quest Diagnosti...,"13,876",bmo,1.52,1.52,0.00 ,0.00% ,0.69%
18,WERN,Werner Enterpri...,"2,166",amc,0.37,0.38,+0.01 ,+2.70% ,-4.13%
19,ADS,Alliance Data S...,"7,766",bmo,4.27,4.44,+0.17 ,+3.98% ,-0.91%
20,CHE,Chemed Corporat...,"5,919",amc,2.37,2.72,+0.35 ,+14.77% ,3.68%
21,PBCT,People's United...,"6,772",bmo,0.30,0.30,0.00 ,0.00% ,-1.47%
22,WAL,Western Allianc...,"4,713",amc,0.93,0.96,+0.03 ,+3.23% ,1.70%
23,LLNW,Limelight Netwo...,301,amc,0.02,0.06,+0.04 ,+200.00% ,21.71%
24,SNA,Snap-on Incorpo...,"8,988",bmo,2.73,2.79,+0.06 ,+2.20% ,6.23%
