,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,HD,"The Home Depot,...","234,405",bmo,2.16,2.25,+0.09 ,+4.17% ,-0.88%
1,M,"Macy's, Inc.","6,826",bmo,2.65,2.73,+0.08 ,+3.02% ,1.48%
2,VEEV,Veeva Systems I...,"24,960",amc,0.40,0.45,+0.05 ,+12.50% ,-2.91%
3,PANW,Palo Alto Netwo...,"21,331",amc,1.22,1.51,+0.29 ,+23.77% ,8.21%
4,GWPH,Gw Pharmaceutic...,"4,991",amc,-2.97,-2.35,+0.62 ,+20.88% ,13.80%
5,FTR,Frontier Commun...,138,amc,-0.04,-0.06,-0.02 ,-50.00% ,17.93%
6,AAXN,Axon Enterprise...,"3,898",amc,0.13,--,--,--,-7.85%
7,INGN,"Inogen, Inc","1,287",amc,0.25,0.44,+0.19 ,+76.00% ,-24.12%
8,BMO,Bank Of Montrea...,"48,263",bmo,1.69,1.76,+0.07 ,+4.14% ,2.43%
9,AZO,"Autozone, Inc.","28,754",bmo,9.97,11.49,+1.52 ,+15.25% ,5.10%
10,EOG,"Eog Resources,...","50,511",amc,1.34,1.24,-0.10 ,-7.46% ,1.20%
11,MED,Medifast Inc,"1,353",amc,1.19,1.30,+0.11 ,+9.24% ,-2.29%
12,PLNT,"Planet Fitness,...","6,903",amc,0.32,0.34,+0.02 ,+6.25% ,2.74%
13,VCEL,Vericel Corpora...,822,bmo,0.05,0.11,+0.06 ,+120.00% ,-5.40%
14,TNDM,Tandem Diabetes...,"3,752",amc,-0.22,0.02,+0.24 ,+109.09% ,25.20%
15,TRXC,"Transenterix, I...",302,bmo,-0.06,-0.07,-0.01 ,-16.67% ,-14.73%
16,SMLP,Summit Midstrea...,609,bmo,0.24,0.39,+0.15 ,+62.50% ,-18.98%
17,MYL,Mylan N.v.,"9,330",amc,1.33,1.30,-0.03 ,-2.26% ,-15.06%
18,LNG,Cheniere Energy...,"17,249",bmo,0.36,0.26,-0.10 ,-27.78% ,-1.70%
19,ATHM,Autohome Inc.,"9,689",bmo,1.11,1.31,+0.20 ,+18.02% ,-1.13%
20,NBR,Nabors Industri...,817,amc,-0.16,-0.25,-0.09 ,-56.25% ,7.17%
21,VSI,"Vitamin Shoppe,...",104,bmo,-0.31,-0.19,+0.12 ,+38.71% ,21.04%
22,DISCA,"Discovery, Inc....","16,514",bmo,0.81,0.74,-0.07 ,-8.64% ,-2.81%
23,BNS,Bank Of Nova Sc...,"64,910",bmo,1.42,1.32,-0.10 ,-7.04% ,-2.92%
24,HEI,Heico Corporati...,"18,353",amc,0.46,0.49,+0.03 ,+6.52% ,-0.74%
