,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,SQ,"Square, Inc.","33,207",amc,0.13,0.14,+0.01 ,+7.69% ,2.42%
1,CHK,Chesapeake Ener...,"2,647",bmo,0.17,0.21,+0.04 ,+23.53% ,10.27%
2,LOW,Lowe's Companie...,"80,249",bmo,0.80,0.80,0.00 ,0.00% ,2.47%
3,AMRN,Amarin Corporat...,"5,979",bmo,-0.05,-0.09,-0.04 ,-80.00% ,5.85%
4,AMED,"Amedisys, Inc.","4,094",amc,0.85,0.91,+0.06 ,+7.06% ,1.35%
5,BBY,"Best Buy Co., I...","19,951",bmo,2.57,2.72,+0.15 ,+5.84% ,14.11%
6,TJX,The Tjx Compani...,"66,260",bmo,0.68,0.59,-0.09 ,-13.24% ,3.70%
7,DNR,Denbury Resourc...,512,bmo,0.09,0.10,+0.01 ,+11.11% ,1.49%
8,AYX,"Alteryx, Inc.","7,333",amc,-0.02,-0.01,+0.01 ,+50.00% ,-3.84%
9,LADR,Ladder Capital...,"1,998",amc,0.43,0.45,+0.02 ,+4.65% ,-0.27%
10,TDOC,"Teladoc, Inc.","4,908",amc,-0.35,-0.35,0.00 ,0.00% ,-6.71%
11,LB,"L Brands, Inc.","7,112",amc,2.07,2.14,+0.07 ,+3.38% ,-4.60%
12,PBR,Petroleo Brasil...,"104,288",amc,0.30,0.32,+0.02 ,+6.67% ,-4.26%
13,GNL,Global Net Leas...,"1,577",bmo,0.54,0.50,-0.04 ,-7.41% ,-7.41%
14,AMT,American Tower...,"90,862",bmo,2.30,2.40,+0.10 ,+4.35% ,-0.47%
15,APA,Apache Corporat...,"9,033",amc,0.25,0.31,+0.06 ,+24.00% ,-1.13%
16,HPQ,Hp Inc.,"32,220",amc,0.52,0.52,0.00 ,0.00% ,-17.27%
17,GTE,Gran Tierra Ene...,606,bmo,0.06,-0.03,-0.09 ,-150.00% ,1.32%
18,OPK,"Opko Health, In...","1,274",--,-0.09,-0.08,+0.01 ,+11.11% ,--
19,BKNG,Booking Holding...,"81,478",amc,19.39,22.49,+3.10 ,+15.99% ,-10.96%
20,FIT,"Fitbit, Inc.",969,amc,0.07,0.14,+0.07 ,+100.00% ,-13.83%
21,CRC,California Reso...,713,amc,0.02,0.53,+0.51 ,"+2,550.00% ",8.39%
22,BOX,"Box, Inc.","2,454",amc,0.02,0.06,+0.04 ,+200.00% ,-18.65%
23,ODP,"Office Depot, I...","1,087",bmo,0.08,0.09,+0.01 ,+12.50% ,9.48%
24,SRPT,Sarepta Therape...,"11,068",amc,-0.66,-0.85,-0.19 ,-28.79% ,-4.91%
