,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-11-12,YY,Yy Inc.,"4,449",amc,1.73,1.76,+0.03 ,+1.73% ,-1.16%
2018-11-12,APU,Amerigas Partne...,"3,240",amc,-0.53,-0.70,-0.17 ,-32.08% ,-6.43%
2018-11-12,ATHM,Autohome Inc.,"10,110",bmo,0.84,0.90,+0.06 ,+7.14% ,-6.12%
2018-11-12,NAT,Nordic American...,321,--,-0.11,-0.15,-0.04 ,-36.36% ,--
2018-11-12,ACM,Aecom,"5,867",bmo,0.81,0.83,+0.02 ,+2.47% ,-5.32%
2018-11-12,UGI,Ugi Corporation...,"9,214",amc,-0.04,0.09,+0.13 ,+325.00% ,2.51%
2018-11-12,VERI,"Veritone, Inc.",166,amc,-0.78,-0.86,-0.08 ,-10.26% ,-1.45%
2018-11-12,EQH,Axa Equitable H...,"10,722",amc,0.9,--,--,--,-1.00%
2018-11-12,PAM,Pampa Energia S...,"2,470",--,-2.59,-3.01,-0.42 ,-16.22% ,--
2018-11-12,FOCS,Focus Financial...,"1,925",amc,0.46,--,--,--,-11.95%
2018-11-12,CEPU,Central Puerto...,"1,410",amc,1.59,--,--,--,-6.71%
2018-11-12,EB,"Eventbrite, Inc...","1,328",amc,-0.62,--,--,--,-6.55%
2018-11-12,QTT,Qutoutiao Inc....,"1,266",bmo,-0.12,--,--,--,-12.92%
2018-11-12,KRNT,Kornit Digital...,"1,233",amc,0.11,0.13,+0.02 ,+18.18% ,11.92%
2018-11-12,NVGS,Navigator Holdi...,548,amc,-0.02,0.01,+0.03 ,+150.00% ,-0.08%
2018-11-12,NINE,Nine Energy Ser...,490,bmo,0.57,--,--,--,-4.55%
2018-11-12,URGN,Urogen Pharma,482,bmo,-1.08,-1.28,-0.20 ,-18.52% ,-2.08%
2018-11-12,EVER,"Everquote, Inc....",344,amc,-0.09,--,--,--,-43.49%
2018-11-12,DFRG,Del Frisco's Re...,270,bmo,-0.29,-0.07,+0.22 ,+75.86% ,-1.88%
2018-11-12,UROV,Urovant Science...,240,amc,-0.93,--,--,--,-5.36%
2018-11-12,KMDA,Kamada Ltd.,230,--,0.02,-0.05,-0.07 ,-350.00% ,--
2018-11-12,FENG,Phoenix New Med...,226,amc,0.05,-0.04,-0.09 ,-180.00% ,-9.17%
2018-11-12,SMTS,Sierra Metals I...,215,amc,0.04,0.03,-0.01 ,-25.00% ,0.00%
2018-11-12,ATTO,Atento S.a.,180,amc,0.21,0.25,+0.04 ,+19.05% ,6.22%
2018-11-12,MFIN,Medallion Finan...,151,amc,0.11,-0.19,-0.30 ,-272.73% ,-5.40%
