,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2017-11-28,MOMO,Momo Inc.,"6,976",bmo,0.38,--,--,--,-18.83%
2017-11-28,MRVL,Marvell Technol...,"16,071",amc,0.33,--,--,--,-4.56%
2017-11-28,ADSK,"Autodesk, Inc.","37,825",amc,-0.13,--,--,--,-15.86%
2017-11-28,PSTG,"Pure Storage, I...","3,882",amc,-0.03,--,--,--,-7.15%
2017-11-28,BNS,Bank Of Nova Sc...,"66,316",bmo,1.32,--,--,--,-2.49%
2017-11-28,EARS,Auris Medical H...,5,bmo,-40.0,--,--,--,-48.17%
2017-11-28,CENT,Central Garden...,"1,653",amc,0.1,--,--,--,0.62%
2017-11-28,NUAN,Nuance Communic...,"4,666",amc,0.15,--,--,--,3.22%
2017-11-28,NOMD,Nomad Foods Lim...,"4,303",bmo,0.23,--,--,--,4.56%
2017-11-28,WAIR,Wesco Aircraft...,"1,104",amc,0.16,--,--,--,-5.84%
2017-11-28,OOMA,"Ooma, Inc.",223,amc,-0.04,--,--,--,16.50%
2017-11-28,LEJU,Leju Holdings L...,176,bmo,-0.17,--,--,--,13.92%
2017-11-28,DLA,"Delta Apparel,...",158,amc,0.3,--,--,--,-7.01%
2017-11-28,BVXV,Biondvax Pharma...,38,--,0.0,--,--,--,--
