,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2019-02-05,DIS,The Walt Disney...,"256,367",amc,1.57,1.84,0.27,+17.20% ,-1.11%
2019-02-05,BP,Bp P.l.c.,"137,166",bmo,0.78,1.04,0.26,+33.33% ,3.45%
2019-02-05,SNAP,Snap Inc.,"20,625",amc,-0.08,-0.04,0.04,+50.00% ,22.02%
2019-02-05,ADM,Archer Daniels...,"23,493",bmo,0.92,0.88,-0.04,-4.35% ,-5.93%
2019-02-05,CNC,Centene Corpora...,"21,280",bmo,0.67,0.69,0.02,+2.99% ,-1.92%
2019-02-05,EA,Electronic Arts...,"27,766",amc,1.93,2.08,0.15,+7.77% ,-13.31%
2019-02-05,SWKS,Skyworks Soluti...,"13,872",amc,1.84,1.83,-0.01,-0.54% ,11.49%
2019-02-05,BOOT,Boot Barn Holdi...,992,amc,0.66,0.66,0.0,0.00% ,8.61%
2019-02-05,SAVE,Spirit Airlines...,"3,481",amc,1.38,1.38,0.0,0.00% ,-3.26%
2019-02-05,VSH,Vishay Intertec...,"2,364",bmo,0.51,0.58,0.07,+13.73% ,10.04%
2019-02-05,LITE,Lumentum Holdin...,"4,061",bmo,1.18,1.15,-0.03,-2.54% ,-4.81%
2019-02-05,PAYC,Paycom Software...,"14,001",amc,0.56,0.61,0.05,+8.93% ,7.76%
2019-02-05,VRTX,Vertex Pharmace...,"45,677",amc,1.05,1.3,0.25,+23.81% ,-2.48%
2019-02-05,ATKR,Atkore Internat...,"1,195",bmo,0.69,0.74,0.05,+7.25% ,0.43%
2019-02-05,EMR,Emerson Electri...,"40,196",bmo,0.66,0.74,0.08,+12.12% ,-1.11%
2019-02-05,MCHP,Microchip Techn...,"21,230",amc,1.57,1.66,0.09,+5.73% ,7.29%
2019-02-05,WCG,Wellcare Health...,"14,216",bmo,1.55,1.63,0.08,+5.16% ,-0.61%
2019-02-05,APC,Anadarko Petrol...,"35,671",amc,0.57,0.38,-0.19,-33.33% ,-7.40%
2019-02-05,MYGN,Myriad Genetics...,"2,029",amc,0.41,0.38,-0.03,-7.32% ,2.73%
2019-02-05,EQNR,Statoil Asa,"66,076",--,0.52,0.46,-0.06,-11.54% ,--
2019-02-05,ZEN,"Zendesk, Inc.","10,073",amc,0.03,0.1,0.07,+233.33% ,5.54%
2019-02-05,BDX,"Becton, Dickins...","68,566",bmo,2.7,2.7,0.0,0.00% ,-1.92%
2019-02-05,CHD,Church & Dwight...,"18,301",bmo,0.58,0.57,-0.01,-1.72% ,-7.51%
2019-02-05,APU,Amerigas Partne...,"3,240",amc,1.23,1.18,-0.05,-4.07% ,-0.79%
2019-02-05,DATA,Tableau Softwar...,"14,635",amc,-0.08,-0.03,0.05,+62.50% ,-6.75%
