,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2019-03-19,FDX,Fedex Corporati...,"43,589",amc,3.1,3.03,-0.07 ,-2.26% ,-3.49%
2019-03-19,SCS,Steelcase Inc.,"1,975",amc,0.26,0.29,+0.03 ,+11.54% ,-13.56%
2019-03-19,ATNM,Actinium Pharma...,39,--,-0.06,-0.06,0.00 ,0.00% ,--
2019-03-19,MIK,The Michaels Co...,"1,235",bmo,1.43,1.44,+0.01 ,+0.70% ,8.48%
2019-03-19,FNV,Franco-nevada C...,"16,891",amc,0.26,0.24,-0.02 ,-7.69% ,-2.07%
2019-03-19,SMAR,Smartsheet Inc....,"5,673",amc,-0.14,--,--,--,5.18%
2019-03-19,BITA,Bitauto Holding...,810,bmo,0.22,0.23,+0.01 ,+4.55% ,0.40%
2019-03-19,WPRT,Westport Fuel S...,388,amc,-0.02,-0.08,-0.06 ,-300.00% ,-4.00%
2019-03-19,AUPH,Aurinia Pharmac...,577,amc,-0.14,-0.17,-0.03 ,-21.43% ,6.39%
2019-03-19,TME,Tencent Music E...,"23,485",amc,0.08,--,--,--,-10.29%
2019-03-19,AIR,Aar Corp.,"1,468",amc,0.69,0.79,+0.10 ,+14.49% ,-5.50%
2019-03-19,PRNB,Principia Bioph...,921,--,-0.24,--,--,--,--
2019-03-19,PRVB,"Provention Bio,...",445,amc,-0.19,--,--,--,1.68%
2019-03-19,METC,Ramaco Resourcs...,210,amc,0.07,0.08,+0.01 ,+14.29% ,7.07%
2019-03-19,ATTO,Atento S.a.,177,amc,0.16,0.21,+0.05 ,+31.25% ,-4.82%
2019-03-19,APVO,Aptevo Therapeu...,39,--,-0.57,--,--,--,--
2019-03-19,IDXG,Interpace Diagn...,32,amc,-0.08,-0.15,-0.07 ,-87.50% ,-8.15%
2019-03-19,SHIP,Seanergy Mariti...,2,bmo,0.6,-1.05,-1.65 ,-275.00% ,-16.87%
