,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,RH,Restoration Har...,"2,293",amc,2.83,3.00,+0.17 ,+6.01% ,-21.97%
1,SGH,Smart Global Ho...,718,amc,0.75,0.77,+0.02 ,+2.67% ,-19.56%
2,ACN,Accenture Plc,"130,314",bmo,1.57,1.73,+0.16 ,+10.19% ,5.20%
3,CLBS,Caladrius Biosc...,30,--,-0.38,--,--,--,--
4,MOV,Movado Group In...,599,bmo,0.54,0.67,+0.13 ,+24.07% ,22.77%
5,SAIC,Science Applica...,"5,049",amc,0.89,1.17,+0.28 ,+31.46% ,4.62%
6,PRGS,Progress Softwa...,"1,845",amc,0.51,0.50,-0.01 ,-1.96% ,15.79%
7,TCDA,"Tricida, Inc.","1,640",bmo,-0.89,--,--,--,57.04%
8,RUBY,Rubius Therapeu...,"1,205",bmo,-0.42,--,--,--,-2.07%
9,QIWI,Qiwi Plc,"1,199",bmo,0.11,0.24,+0.13 ,+118.18% ,-1.31%
10,OXM,Oxford Industri...,"1,182",amc,1.06,1.08,+0.02 ,+1.89% ,-3.86%
11,KOD,Kodiak Sciences...,537,--,-0.31,--,--,--,--
12,CTST,Canntrust Holdi...,391,bmo,0.00,-0.20,--,--,-19.22%
13,GRTS,Gritstone Oncol...,361,--,-0.61,--,--,--,--
14,MTEM,Molecular Templ...,272,--,-0.20,-0.18,+0.02 ,+10.00% ,--
15,FTSV,"Forty Seven, In...",267,amc,-0.66,--,--,--,4.53%
16,SMTS,Sierra Metals I...,209,amc,0.03,0.01,-0.02 ,-66.67% ,0.88%
17,SPWH,Sportsman's War...,184,bmo,0.25,0.25,0.00 ,0.00% ,-9.58%
18,LIQT,Liqtech Interna...,162,bmo,-0.08,-0.08,0.00 ,0.00% ,-8.85%
19,REED,"Reeds, Inc.",112,amc,-0.06,-0.10,-0.04 ,-66.67% ,2.12%
20,STKS,The One Group H...,88,amc,0.09,0.11,+0.02 ,+22.22% ,-3.74%
21,TGEN,Tecogen Inc.,85,bmo,0.02,0.00,-0.02 ,-100.00% ,3.65%
22,ARDS,Aridis Pharmace...,80,--,-1.13,--,--,--,--
23,UMRX,Unum Therapeuti...,79,bmo,-0.34,--,--,--,8.62%
24,IFRX,Inflarx N.v.,78,--,-0.44,--,--,--,--
