,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-06-07,AVGO,Broadcom Inc.,"112,519",amc,4.77,4.88,+0.11 ,+2.31% ,-2.54%
2018-06-07,SFIX,"Stitch Fix, Inc...","3,128",amc,0.03,--,--,--,26.49%
2018-06-07,CONN,"Conn's, Inc.",569,bmo,0.26,0.40,+0.14 ,+53.85% ,24.56%
2018-06-07,DOCU,Docusign Inc.,"9,065",amc,-0.06,--,--,--,3.45%
2018-06-07,FCEL,Fuelcell Energy...,22,bmo,-2.04,-2.76,-0.72 ,-35.29% ,-9.38%
2018-06-07,SJM,The J. M. Smuck...,"13,627",bmo,2.18,1.93,-0.25 ,-11.47% ,-5.37%
2018-06-07,HOME,At Home Group I...,457,amc,0.27,0.31,+0.04 ,+14.81% ,5.88%
2018-06-07,FGP,Ferrellgas Part...,99,bmo,0.26,0.18,-0.08 ,-30.77% ,-3.18%
2018-06-07,VRNT,Verint Systems...,"3,640",amc,0.5,0.53,+0.03 ,+6.00% ,0.91%
2018-06-07,MTN,"Vail Resorts, I...","8,967",bmo,6.05,6.17,+0.12 ,+1.98% ,4.48%
2018-06-07,ADXS,"Advaxis, Inc.",10,bmo,-6.15,-4.05,+2.10 ,+34.15% ,11.11%
2018-06-07,ITI,"Iteris, Inc.",177,amc,-0.04,-0.07,-0.03 ,-75.00% ,-5.50%
2018-06-07,ZUMZ,Zumiez Inc.,667,amc,-0.12,-0.10,+0.02 ,+16.67% ,-0.56%
2018-06-07,COO,The Cooper Comp...,"16,466",amc,2.83,2.86,+0.03 ,+1.06% ,2.52%
2018-06-07,CPST,Capstone Turbin...,59,amc,-0.04,-0.02,+0.02 ,+50.00% ,-12.71%
2018-06-07,CBLK,"Carbon Black, I...","1,249",amc,-1.28,--,--,--,-2.39%
2018-06-07,HLNE,Hamilton Lane I...,"3,027",bmo,0.39,0.58,+0.19 ,+48.72% ,0.41%
2018-06-07,MYOV,Myovant Science...,627,--,-0.77,-0.81,-0.04 ,-5.19% ,--
2018-06-07,BPMX,Biopharmx Corpo...,6,--,-0.5,-0.50,0.00 ,0.00% ,--
