,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-02-07,TSLA,"Tesla, Inc.","40,494",amc,-3.19,--,--,--,-8.63%
2018-02-07,TTWO,Take-two Intera...,"13,193",amc,1.0,--,--,--,-11.67%
2018-02-07,GSK,Glaxosmithkline...,"101,332",--,0.69,--,--,--,--
2018-02-07,PSEC,Prospect Capita...,"2,444",amc,0.18,--,--,--,4.50%
2018-02-07,PRU,Prudential Fina...,"41,712",amc,2.6,--,--,--,-7.01%
2018-02-07,XPO,"Xpo Logistics,...","5,215",amc,0.43,--,--,--,-5.52%
2018-02-07,AUO,Au Optronics Co...,"2,858",bmo,0.14,--,--,--,-1.94%
2018-02-07,HUM,Humana Inc.,"35,737",bmo,2.0,--,--,--,-1.57%
2018-02-07,ORLY,O'reilly Automo...,"30,261",amc,2.78,--,--,--,0.06%
2018-02-07,EXC,Exelon Corporat...,"47,771",bmo,0.62,--,--,--,-0.88%
2018-02-07,IRBT,Irobot Corporat...,"2,534",amc,0.26,--,--,--,-32.08%
2018-02-07,TRVG,Trivago N.v. Ad...,"1,442",bmo,-0.02,--,--,--,2.72%
2018-02-07,NXPI,Nxp Semiconduct...,"31,730",amc,1.82,--,--,--,-0.40%
2018-02-07,ICE,Intercontinenta...,"50,477",bmo,0.72,--,--,--,-2.14%
2018-02-07,ELY,Callaway Golf C...,"1,676",amc,-0.17,--,--,--,2.37%
2018-02-07,YELP,Yelp Inc.,"2,698",amc,0.05,--,--,--,-14.04%
2018-02-07,DIOD,Diodes Incorpor...,"1,865",amc,0.4,--,--,--,6.03%
2018-02-07,MFC,Manulife Financ...,"36,427",amc,0.47,--,--,--,-0.65%
2018-02-07,CTSH,Cognizant Techn...,"36,838",bmo,0.97,--,--,--,3.55%
2018-02-07,IAC,Iac/interactive...,"19,072",amc,1.1,--,--,--,-7.37%
2018-02-07,ANGI,Angi Homeservic...,"6,549",amc,-0.03,--,--,--,-1.91%
2018-02-07,CDW,Cdw Corporation...,"16,616",bmo,0.98,--,--,--,-6.61%
2018-02-07,NTES,"Netease, Inc.","34,343",amc,2.11,--,--,--,-6.28%
2018-02-07,ZNGA,Zynga Inc.,"5,855",amc,0.02,--,--,--,-5.42%
2018-02-07,SNY,Sanofi,"108,291",bmo,0.69,--,--,--,-4.08%
