,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2017-11-01,FB,"Facebook, Inc.","560,621",amc,1.29,--,--,--,-2.05%
2017-11-01,TSLA,"Tesla, Inc.","40,494",amc,-2.45,--,--,--,-6.80%
2017-11-01,QCOM,Qualcomm Incorp...,"93,195",amc,0.81,--,--,--,2.58%
2017-11-01,KHC,The Kraft Heinz...,"37,806",amc,0.83,--,--,--,0.42%
2017-11-01,SO,Southern Compan...,"58,631",bmo,1.08,--,--,--,-0.23%
2017-11-01,AMRN,Amarin Corporat...,"7,659",bmo,-0.05,--,--,--,2.06%
2017-11-01,EXEL,"Exelixis, Inc.","6,373",amc,0.08,--,--,--,5.32%
2017-11-01,CF,Cf Industries H...,"10,236",amc,-0.55,--,--,--,1.34%
2017-11-01,NLY,Annaly Capital...,"13,368",amc,0.29,--,--,--,-2.00%
2017-11-01,FEYE,"Fireeye, Inc.","3,085",amc,-0.07,--,--,--,-10.29%
2017-11-01,ARC,Arc Document So...,95,amc,0.04,--,--,--,-21.62%
2017-11-01,OXY,Occidental Petr...,"36,855",amc,0.11,--,--,--,3.73%
2017-11-01,MET,"Metlife, Inc.","48,184",amc,0.9,--,--,--,3.45%
2017-11-01,PPL,Ppl Corporation...,"22,381",bmo,0.53,--,--,--,-1.65%
2017-11-01,MIC,Macquarie Infra...,"3,540",amc,0.7,--,--,--,-3.58%
2017-11-01,MRO,Marathon Oil Co...,"11,255",amc,-0.14,--,--,--,3.83%
2017-11-01,AGN,Allergan Plc,"54,969",bmo,4.06,--,--,--,4.15%
2017-11-01,LITE,Lumentum Holdin...,"4,061",bmo,0.53,--,--,--,0.08%
2017-11-01,DXCM,"Dexcom, Inc.","13,384",amc,-0.15,--,--,--,6.38%
2017-11-01,PRU,Prudential Fina...,"41,712",amc,2.71,--,--,--,2.13%
2017-11-01,XPO,"Xpo Logistics,...","5,215",amc,0.57,--,--,--,2.67%
2017-11-01,TDOC,"Teladoc, Inc.","4,889",amc,-0.5,--,--,--,4.06%
2017-11-01,SYMC,Symantec Corpor...,"15,455",amc,0.43,--,--,--,-8.64%
2017-11-01,GPRO,"Gopro, Inc.",853,amc,0.0,--,--,--,-10.22%
2017-11-01,CLX,The Clorox Comp...,"19,840",bmo,1.41,--,--,--,1.18%
