,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-08-16,NVDA,Nvidia Corporat...,"97,580",amc,1.84,1.94,+0.10 ,+5.43% ,-4.90%
2018-08-16,WMT,Walmart Inc.,"319,672",bmo,1.21,1.29,+0.08 ,+6.61% ,9.33%
2018-08-16,AMAT,Applied Materia...,"41,170",amc,1.16,1.20,+0.04 ,+3.45% ,-7.72%
2018-08-16,JD,"Jd.com, Inc.","37,360",bmo,0.12,0.05,-0.07 ,-58.33% ,-1.21%
2018-08-16,JWN,"Nordstrom, Inc....","4,946",amc,0.83,0.95,+0.12 ,+14.46% ,13.20%
2018-08-16,JCP,J. C. Penney Co...,368,bmo,-0.08,-0.38,-0.30 ,-375.00% ,-26.97%
2018-08-16,DDS,"Dillard's, Inc....","1,677",--,-0.41,-0.10,+0.31 ,+75.61% ,--
2018-08-16,CRMT,America's Car-m...,570,amc,1.19,1.53,+0.34 ,+28.57% ,21.72%
2018-08-16,ARAY,Accuray Incorpo...,335,amc,-0.02,-0.01,+0.01 ,+50.00% ,9.93%
2018-08-16,VNET,"21vianet Group,...",901,amc,-0.01,-0.01,0.00 ,0.00% ,-4.39%
2018-08-16,MSG,The Madison Squ...,"6,766",bmo,-1.67,-1.94,-0.27 ,-16.17% ,-2.18%
2018-08-16,ATGE,Adtalem Global...,"2,577",amc,0.9,0.86,-0.04 ,-4.44% ,-15.34%
2018-08-16,QIWI,Qiwi Plc,"1,231",bmo,0.26,0.23,-0.03 ,-11.54% ,-9.45%
2018-08-16,DESP,Despegar.com Co...,948,bmo,0.04,--,--,--,-6.64%
2018-08-16,BVNRY,Bavarian Nordic...,802,bmo,-0.16,-0.18,-0.02 ,-12.50% ,0.00%
2018-08-16,REDU,Rise Education...,548,amc,0.11,--,--,--,-0.90%
2018-08-16,LYTS,Lsi Industries...,106,bmo,0.01,0.02,+0.01 ,+100.00% ,17.62%
2018-08-16,VBLT,Vascular Biogen...,47,bmo,-0.18,-0.13,+0.05 ,+27.78% ,-2.94%
2018-08-16,VJET,Voxeljet Ag,46,amc,-0.09,-0.18,-0.09 ,-100.00% ,-4.07%
