,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2019-04-18,BX,Blackstone Grou...,"30,064",bmo,0.52,0.44,-0.08 ,-15.38% ,7.49%
2019-04-18,ISRG,Intuitive Surgi...,"61,050",amc,2.7,2.61,-0.09 ,-3.33% ,0.00%
2019-04-18,SLB,Schlumberger Li...,"53,618",bmo,0.3,0.30,0.00 ,0.00% ,-3.90%
2019-04-18,AXP,American Expres...,"104,235",bmo,2.0,2.01,+0.01 ,+0.50% ,1.71%
2019-04-18,PM,Philip Morris I...,"138,046",bmo,0.99,1.09,+0.10 ,+10.10% ,-1.16%
2019-04-18,HON,Honeywell Inter...,"124,468",bmo,1.83,1.92,+0.09 ,+4.92% ,3.79%
2019-04-18,UNP,Union Pacific C...,"123,504",bmo,1.89,1.93,+0.04 ,+2.12% ,4.36%
2019-04-18,SYF,Synchrony Finan...,"24,161",bmo,0.88,1.00,+0.12 ,+13.64% ,0.30%
2019-04-18,KEY,Keycorp,"17,595",bmo,0.42,--,--,--,-2.21%
2019-04-18,RF,Regions Financi...,"15,330",bmo,0.37,0.37,0.00 ,0.00% ,-3.24%
2019-04-18,SKX,Skechers U.s.a....,"6,140",bmo,0.72,0.73,+0.01 ,+1.39% ,-10.43%
2019-04-18,BBT,Bb&t Corporatio...,"38,794",bmo,1.03,1.05,+0.02 ,+1.94% ,-0.98%
2019-04-18,CFG,Citizens Financ...,"16,881",bmo,0.89,0.93,+0.04 ,+4.49% ,1.03%
2019-04-18,TRV,The Travelers C...,"39,251",bmo,2.76,--,--,--,2.25%
2019-04-18,STI,"Suntrust Banks,...","29,022",bmo,1.29,1.33,+0.04 ,+3.10% ,-0.44%
2019-04-18,DHR,Danaher Corpora...,"101,586",bmo,1.01,1.07,+0.06 ,+5.94% ,1.51%
2019-04-18,ALLY,Ally Financial...,"13,126",bmo,0.79,0.80,+0.01 ,+1.27% ,0.20%
2019-04-18,PPG,"Ppg Industries,...","27,744",bmo,1.21,1.38,+0.17 ,+14.05% ,2.10%
2019-04-18,GPC,Genuine Parts C...,"13,902",bmo,1.31,1.28,-0.03 ,-2.29% ,-6.33%
2019-04-18,BPOP,"Popular, Inc.","5,308",bmo,1.45,1.69,+0.24 ,+16.55% ,2.97%
2019-04-18,DOV,Dover Corporati...,"14,270",bmo,1.12,1.24,+0.12 ,+10.71% ,1.01%
2019-04-18,PBCT,People's United...,"6,505",amc,0.33,0.33,0.00 ,0.00% ,0.00%
2019-04-18,CHKP,Check Point Sof...,"17,672",bmo,1.31,1.32,+0.01 ,+0.76% ,-7.37%
2019-04-18,SNA,Snap-on Incorpo...,"8,282",bmo,2.91,3.01,+0.10 ,+3.44% ,6.48%
2019-04-18,RCI,Rogers Communic...,"27,429",bmo,0.7,--,--,--,-3.40%
