,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-10-17,KMI,"Kinder Morgan,...","47,788",amc,0.2,0.21,0.01,+5.00% ,-0.06%
2018-10-17,ABT,Abbott Laborato...,"150,696",bmo,0.74,0.75,0.01,+1.35% ,-1.01%
2018-10-17,URI,"United Rentals,...","10,451",amc,4.54,4.74,0.2,+4.41% ,-15.04%
2018-10-17,AA,Alcoa Corp.,"4,291",amc,0.25,0.63,0.38,+152.00% ,5.86%
2018-10-17,USB,U.s. Bancorp,"85,462",bmo,1.04,1.06,0.02,+1.92% ,3.79%
2018-10-17,CCI,Crown Castle In...,"55,805",amc,1.38,1.39,0.01,+0.72% ,-0.16%
2018-10-17,STLD,"Steel Dynamics,...","6,801",amc,1.65,1.69,0.04,+2.42% ,1.90%
2018-10-17,MTG,Mgic Investment...,"4,952",bmo,0.36,0.48,0.12,+33.33% ,2.61%
2018-10-17,WGO,Winnebago Indus...,"1,214",bmo,0.86,0.94,0.08,+9.30% ,4.57%
2018-10-17,ASML,Asml Holding N....,"88,367",bmo,1.9,1.86,-0.04,-2.11% ,1.81%
2018-10-17,MTB,M&t Bank Corpor...,"23,774",bmo,3.35,3.56,0.21,+6.27% ,2.00%
2018-10-17,BMI,"Badger Meter, I...","1,728",bmo,0.41,0.46,0.05,+12.20% ,-0.84%
2018-10-17,NTRS,Northern Trust...,"20,444",bmo,1.6,1.58,-0.02,-1.25% ,-5.20%
2018-10-17,CCK,"Crown Holdings,...","8,571",amc,1.65,1.71,0.06,+3.64% ,-2.42%
2018-10-17,SLG,Sl Green Realty...,"6,831",amc,1.69,1.69,0.0,0.00% ,0.46%
2018-10-17,WTFC,Wintrust Financ...,"4,146",amc,1.54,1.57,0.03,+1.95% ,-4.88%
2018-10-17,RLI,Rli Corp.,"3,922",amc,0.54,0.46,-0.08,-14.81% ,-3.68%
2018-10-17,UMPQ,Umpqua Holdings...,"3,764",amc,0.36,0.41,0.05,+13.89% ,0.76%
2018-10-17,UNF,Unifirst Corpor...,"3,637",bmo,1.64,2.06,0.42,+25.61% ,-6.92%
2018-10-17,TCBI,Texas Capital B...,"3,082",amc,1.72,1.65,-0.07,-4.07% ,-12.79%
2018-10-17,CATY,Cathay General...,"2,920",amc,0.85,0.85,0.0,0.00% ,-2.26%
2018-10-17,BXS,Bancorpsouth Ba...,"2,889",amc,0.56,0.56,0.0,0.00% ,-5.28%
2018-10-17,BDN,Brandywine Real...,"2,565",amc,0.35,0.35,0.0,0.00% ,-1.58%
2018-10-17,EGBN,"Eagle Bancorp,...","1,904",amc,1.08,1.13,0.05,+4.63% ,5.37%
2018-10-17,SFBS,Servisfirst Ban...,"1,840",amc,0.61,0.64,0.03,+4.92% ,2.49%
