,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2017-12-07,CLDR,"Cloudera, Inc.","1,437",amc,-0.24,--,--,--,5.25%
2017-12-07,DG,Dollar General...,"36,152",bmo,0.94,--,--,--,2.77%
2017-12-07,CIEN,Ciena Corporati...,"6,667",bmo,0.5,--,--,--,-1.94%
2017-12-07,CONN,"Conn's, Inc.",569,bmo,0.04,--,--,--,6.19%
2017-12-07,UNFI,United Natural...,505,amc,0.6,--,--,--,0.43%
2017-12-07,FNSR,Finisar Corpora...,"2,781",amc,0.33,--,--,--,1.22%
2017-12-07,FGP,Ferrellgas Part...,99,bmo,-0.28,--,--,--,0.00%
2017-12-07,AOBC,American Outdoo...,499,amc,0.07,--,--,--,-9.51%
2017-12-07,MTN,"Vail Resorts, I...","8,967",bmo,-1.83,--,--,--,1.95%
2017-12-07,GTIM,Good Times Rest...,23,amc,-0.07,--,--,--,2.04%
2017-12-07,JKS,Jinkosolar Hold...,661,bmo,0.17,--,--,--,2.77%
2017-12-07,EYE,National Vision...,"2,350",bmo,0.06,--,--,--,0.98%
2017-12-07,GMS,Gms Inc.,924,bmo,0.55,--,--,--,-0.49%
2017-12-07,SAIC,Science Applica...,"5,205",amc,0.85,--,--,--,6.02%
2017-12-07,DLTH,Duluth Holdings...,409,bmo,0.0,--,--,--,-16.99%
2017-12-07,ACMR,"Acm Research, I...",234,bmo,-0.17,--,--,--,0.17%
2017-12-07,MEI,Methode Electro...,"1,052",bmo,0.64,--,--,--,-9.01%
2017-12-07,COO,The Cooper Comp...,"16,466",amc,2.64,--,--,--,-5.13%
2017-12-07,FSCT,Forescout Techn...,"1,622",amc,-0.69,--,--,--,20.37%
2017-12-07,TTC,Toro Company (t...,"7,118",bmo,0.29,--,--,--,2.25%
2017-12-07,CMD,Cantel Medical...,"3,303",bmo,0.52,--,--,--,6.31%
2017-12-07,ENZ,"Enzo Biochem, I...",174,amc,-0.02,--,--,--,-7.57%
2017-12-07,MCC,Medley Capital...,130,bmo,0.16,--,--,--,-2.09%
2017-12-07,SKIS,"Peak Resorts, I...",74,amc,-0.66,--,--,--,-2.86%
2017-12-07,DTEA,Davidstea Inc.,34,amc,-0.15,--,--,--,-1.22%
