,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-08-15,CSCO,"Cisco Systems,...","242,289",amc,0.69,0.7,0.01,+1.45% ,2.96%
2018-08-15,M,"Macy's, Inc.","6,703",bmo,0.49,0.59,0.1,+20.41% ,-15.95%
2018-08-15,TCEHY,Tencent Holding...,"433,821",--,0.33,0.32,-0.01,-3.03% ,--
2018-08-15,NTAP,"Netapp, Inc.","14,980",amc,0.8,1.04,0.24,+30.00% ,-3.59%
2018-08-15,CACI,Caci Internatio...,"5,339",amc,1.78,2.05,0.27,+15.17% ,5.02%
2018-08-15,NTEC,Intec Pharma Lt...,129,--,-0.32,-0.34,-0.02,-6.25% ,--
2018-08-15,SLS,Galena Biopharm...,12,--,-1.08,-1.26,-0.18,-16.67% ,--
2018-08-15,PFGC,Performance Foo...,"4,362",bmo,0.6,0.53,-0.07,-11.67% ,-10.76%
2018-08-15,MSGN,Msg Networks In...,"1,565",bmo,0.55,0.6,0.05,+9.09% ,1.30%
2018-08-15,BGG,Briggs & Stratt...,421,amc,0.42,0.47,0.05,+11.90% ,6.68%
2018-08-15,SPTN,Spartannash Com...,419,amc,0.57,0.5,-0.07,-12.28% ,-17.98%
2018-08-15,PNTR,Pointer Telocat...,122,bmo,0.26,0.31,0.05,+19.23% ,5.02%
2018-08-15,POETF,Poet Technologi...,101,--,-0.01,-0.02,-0.01,-100.00% ,--
2018-08-15,INNT,Innovate Biopha...,41,--,-0.2,-0.16,0.04,+20.00% ,--
2018-08-15,AIRI,Air Industries...,30,--,-0.02,-0.05,-0.03,-150.00% ,--
2018-08-15,XRF,China Rapid Fin...,26,bmo,-0.13,-0.14,-0.01,-7.69% ,16.13%
2018-08-15,STAF,Staffing 360 So...,14,bmo,-0.08,-0.08,0.0,0.00% ,-3.83%
2018-08-15,FCHS,First Choice He...,8,bmo,0.02,0.01,-0.01,-50.00% ,2.50%
