,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-05-09,ROKU,"Roku, Inc.","11,127",amc,-0.16,--,--,--,-1.72%
2018-05-09,HEAR,Turtle Beach Co...,159,amc,0.0,0.16,--,--,64.55%
2018-05-09,CTL,"Centurylink, In...","12,833",amc,0.15,0.25,+0.10 ,+66.67% ,7.54%
2018-05-09,VRS,Verso Corporati...,663,bmo,0.61,0.03,-0.58 ,-95.08% ,-0.49%
2018-05-09,PSEC,Prospect Capita...,"2,444",amc,0.18,0.19,+0.01 ,+5.56% ,2.83%
2018-05-09,AYX,"Alteryx, Inc.","7,253",amc,-0.07,-0.01,+0.06 ,+85.71% ,-6.49%
2018-05-09,ALB,Albemarle Corpo...,"7,471",amc,1.2,1.30,+0.10 ,+8.33% ,-3.30%
2018-05-09,WB,Weibo Corporati...,"9,875",bmo,0.48,0.50,+0.02 ,+4.17% ,-14.20%
2018-05-09,NVAX,"Novavax, Inc.",120,amc,-2.8,-2.80,0.00 ,0.00% ,-6.43%
2018-05-09,UPLD,Upland Software...,995,amc,0.26,0.37,+0.11 ,+42.31% ,8.00%
2018-05-09,BUD,Anheuser-busch...,"156,980",bmo,0.79,0.73,-0.06 ,-7.59% ,-0.32%
2018-05-09,AEE,Ameren Corporat...,"18,776",bmo,0.58,0.62,+0.04 ,+6.90% ,-1.21%
2018-05-09,BKNG,Booking Holding...,"83,325",amc,10.62,12.00,+1.38 ,+12.99% ,-4.74%
2018-05-09,ACRX,Acelrx Pharmace...,193,amc,-0.24,-0.23,+0.01 ,+4.17% ,0.00%
2018-05-09,VGR,Vector Group Lt...,"1,373",--,0.13,0.04,-0.09 ,-69.23% ,--
2018-05-09,GRPN,"Groupon, Inc.","2,033",bmo,0.0,0.03,--,--,0.83%
2018-05-09,ATUS,"Altice Usa, Inc...","16,633",amc,-0.13,-0.16,-0.03 ,-23.08% ,7.86%
2018-05-09,PLUG,"Plug Power, Inc...",577,bmo,-0.1,-0.09,+0.01 ,+10.00% ,8.70%
2018-05-09,WIX,Wix.com Ltd.,"7,166",bmo,-0.1,-0.05,+0.05 ,+50.00% ,-3.05%
2018-05-09,PBYI,Puma Biotechnol...,472,amc,-0.75,0.02,+0.77 ,+102.67% ,-20.67%
2018-05-09,SUN,Sunoco Lp,"3,213",amc,0.57,0.10,-0.47 ,-82.46% ,0.00%
2018-05-09,SNH,Senior Housing...,"2,042",amc,0.45,0.45,0.00 ,0.00% ,1.05%
2018-05-09,SEDG,Solaredge Techn...,"3,003",amc,0.8,0.87,+0.07 ,+8.75% ,16.53%
2018-05-09,MYL,Mylan N.v.,"10,046",bmo,0.99,0.96,-0.03 ,-3.03% ,3.82%
2018-05-09,BSTC,Biospecifics Te...,439,--,0.59,0.54,-0.05 ,-8.47% ,--
