,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-04-17,JNJ,Johnson & Johns...,"373,221",bmo,2.01,2.06,0.05,+2.49% ,-0.93%
2018-04-17,IBM,International B...,"125,354",amc,2.4,2.45,0.05,+2.08% ,-7.53%
2018-04-17,UNH,Unitedhealth Gr...,"234,725",bmo,2.92,3.04,0.12,+4.11% ,3.57%
2018-04-17,LRCX,Lam Research Co...,"27,533",amc,4.36,4.79,0.43,+9.86% ,-4.03%
2018-04-17,GS,The Goldman Sac...,"76,058",bmo,5.67,6.95,1.28,+22.57% ,-1.65%
2018-04-17,ISRG,Intuitive Surgi...,"62,025",amc,1.99,2.44,0.45,+22.61% ,8.17%
2018-04-17,PGR,The Progressive...,"49,049",bmo,1.18,1.22,0.04,+3.39% ,2.22%
2018-04-17,CSX,Csx Corporation...,"63,438",amc,0.66,0.78,0.12,+18.18% ,7.85%
2018-04-17,UAL,United Airlines...,"23,837",amc,0.49,0.5,0.01,+2.04% ,4.81%
2018-04-17,MLNX,Mellanox Techno...,"6,146",bmo,0.83,0.98,0.15,+18.07% ,-0.70%
2018-04-17,CMA,Comerica Incorp...,"11,251",bmo,1.49,1.59,0.1,+6.71% ,-3.51%
2018-04-17,PACW,Pacwest Bancorp...,"4,605",--,0.81,0.93,0.12,+14.81% ,--
2018-04-17,PLD,"Prologis, Inc.","51,996",bmo,0.74,0.8,0.06,+8.11% ,4.31%
2018-04-17,IBKR,Interactive Bro...,"22,713",amc,0.56,0.63,0.07,+12.50% ,-3.33%
2018-04-17,OMC,Omnicom Group I...,"18,659",bmo,1.05,1.14,0.09,+8.57% ,1.18%
2018-04-17,BMI,"Badger Meter, I...","1,728",amc,0.39,0.26,-0.13,-33.33% ,-9.11%
2018-04-17,FULT,Fulton Financia...,"2,797",amc,0.29,0.28,-0.01,-3.45% ,-2.00%
2018-04-17,NTRS,Northern Trust...,"20,444",bmo,1.42,1.61,0.19,+13.38% ,1.49%
2018-04-17,HCSG,Healthcare Serv...,"2,239",amc,0.39,0.0,-0.39,-100.00% ,-5.17%
2018-04-17,WSBC,"Wesbanco, Inc.","2,098",amc,0.7,0.76,0.06,+8.57% ,0.33%
2018-04-17,LTXB,Legacytexas Fin...,"2,053",amc,0.72,0.52,-0.2,-27.78% ,-4.70%
2018-04-17,HOPE,"Hope Bancorp, I...","1,776",amc,0.38,0.38,0.0,0.00% ,-4.26%
2018-04-17,ADTN,"Adtran, Inc.",734,amc,-0.15,-0.29,-0.14,-93.33% ,-6.85%
2018-04-17,UBNK,United Financia...,726,amc,0.28,0.3,0.02,+7.14% ,0.97%
2018-04-17,NCBS,Nicolet Banksha...,601,--,0.73,0.94,0.21,+28.77% ,--
