,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-03-14,NVAX,"Novavax, Inc.",120,amc,-3.0,--,--,--,-1.44%
2018-03-14,DDD,3d Systems Corp...,"1,041",amc,0.01,--,--,--,5.84%
2018-03-14,SIG,Signet Jewelers...,903,bmo,4.26,--,--,--,-20.23%
2018-03-14,BSTC,Biospecifics Te...,439,--,0.39,--,--,--,--
2018-03-14,III,Information Ser...,147,amc,0.08,--,--,--,-2.75%
2018-03-14,EXPR,"Express, Inc.",176,bmo,0.32,--,--,--,-0.14%
2018-03-14,BCEI,Bonanza Creek E...,426,--,0.37,--,--,--,--
2018-03-14,TLRD,Tailored Brands...,288,amc,-0.11,--,--,--,-5.64%
2018-03-14,WSM,Williams-sonoma...,"5,097",amc,1.63,--,--,--,2.48%
2018-03-14,CTRP,Ctrip.com Inter...,"20,859",amc,0.16,--,--,--,-1.95%
2018-03-14,CPRX,Catalyst Pharma...,403,amc,-0.06,--,--,--,-5.03%
2018-03-14,INO,Inovio Pharmace...,296,amc,-0.32,--,--,--,8.28%
2018-03-14,SMTC,Semtech Corpora...,"3,269",amc,0.41,--,--,--,10.89%
2018-03-14,NTLA,Intellia Therap...,728,--,-0.48,--,--,--,--
2018-03-14,TSG,Amaya Inc.,"4,871",bmo,0.57,--,--,--,-1.54%
2018-03-14,ADDYY,Adidas Ag,"62,157",--,0.07,--,--,--,--
2018-03-14,ARNA,Arena Pharmaceu...,"3,068",bmo,-0.65,--,--,--,-8.27%
2018-03-14,WOW,"Wideopenwest, I...",665,amc,0.3,--,--,--,-23.31%
2018-03-14,PTI,Proteostasis Th...,50,--,-0.65,--,--,--,--
2018-03-14,YRD,Yirendai Ltd.,800,amc,0.86,--,--,--,0.77%
2018-03-14,BNFT,"Benefitfocus, I...",839,amc,-0.05,--,--,--,-5.04%
2018-03-14,EVC,Entravision Com...,272,amc,-0.02,--,--,--,-19.84%
2018-03-14,QURE,Uniqure N.v.,"2,864",--,-0.68,--,--,--,--
2018-03-14,LTM,Latam Airlines...,"5,820",--,0.22,--,--,--,--
2018-03-14,CNNE,Fidelity Nation...,"2,106",amc,-0.07,--,--,--,1.08%
