,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-04-26,AMZN,"Amazon.com, Inc...","956,556",amc,1.22,3.27,2.05,+168.03% ,3.60%
2018-04-26,MSFT,Microsoft Corpo...,"1,050,266",amc,0.85,0.95,0.1,+11.76% ,1.65%
2018-04-26,INTC,Intel Corporati...,"215,254",amc,0.71,0.87,0.16,+22.54% ,-0.60%
2018-04-26,ABBV,Abbvie Inc.,"107,903",bmo,1.8,1.87,0.07,+3.89% ,6.06%
2018-04-26,BMY,Bristol-myers S...,"75,063",bmo,0.85,0.94,0.09,+10.59% ,0.54%
2018-04-26,MO,"Altria Group, I...","91,263",bmo,0.93,0.95,0.02,+2.15% ,-1.92%
2018-04-26,GM,General Motors...,"54,608",bmo,1.22,1.43,0.21,+17.21% ,0.37%
2018-04-26,SBUX,Starbucks Corpo...,"106,331",amc,0.53,0.53,0.0,0.00% ,-1.72%
2018-04-26,WDC,Western Digital...,"14,216",amc,3.31,3.63,0.32,+9.67% ,-8.00%
2018-04-26,RTN,Raytheon Compan...,"48,600",bmo,2.1,2.2,0.1,+4.76% ,-1.23%
2018-04-26,BIDU,"Baidu, Inc.","40,625",amc,1.73,2.6,0.87,+50.29% ,5.55%
2018-04-26,VLO,Valero Energy C...,"34,147",bmo,0.93,1.0,0.07,+7.53% ,2.63%
2018-04-26,RDS.A,Royal Dutch She...,"263,038",bmo,1.24,1.28,0.04,+3.23% ,-1.15%
2018-04-26,AAL,American Airlin...,"14,439",bmo,0.74,0.75,0.01,+1.35% ,-6.36%
2018-04-26,UPS,United Parcel S...,"88,158",bmo,1.54,1.55,0.01,+0.65% ,4.25%
2018-04-26,PEP,"Pepsico, Inc.","186,470",bmo,0.92,0.96,0.04,+4.35% ,2.09%
2018-04-26,CY,Cypress Semicon...,"8,150",amc,0.24,0.27,0.03,+12.50% ,-6.43%
2018-04-26,COP,Conocophillips,"67,698",bmo,0.74,0.96,0.22,+29.73% ,2.94%
2018-04-26,X,United States S...,"2,543",amc,0.29,0.32,0.03,+10.34% ,-14.14%
2018-04-26,NOK,Nokia Corporati...,"28,516",bmo,0.03,0.02,-0.01,-33.33% ,-0.84%
2018-04-26,LUV,Southwest Airli...,"28,174",bmo,0.75,0.75,0.0,0.00% ,-0.98%
2018-04-26,UNP,Union Pacific C...,"120,354",bmo,1.65,1.68,0.03,+1.82% ,-2.85%
2018-04-26,IP,International P...,"17,431",bmo,0.89,0.94,0.05,+5.62% ,-2.06%
2018-04-26,IRM,Iron Mountain I...,"9,063",bmo,0.5,0.49,-0.01,-2.00% ,1.63%
2018-04-26,ALXN,Alexion Pharmac...,"29,218",bmo,1.48,1.68,0.2,+13.51% ,14.50%
