,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2017-12-05,VEEV,Veeva Systems I...,"25,042",amc,0.22,--,--,--,-6.53%
2017-12-05,RH,Restoration Har...,"2,252",amc,1.04,--,--,--,0.80%
2017-12-05,AVAV,"Aerovironment,...","1,348",amc,-0.07,--,--,--,25.94%
2017-12-05,BMO,Bank Of Montrea...,"49,305",bmo,1.58,--,--,--,-0.29%
2017-12-05,AZO,"Autozone, Inc.","27,725",bmo,9.8,--,--,--,0.42%
2017-12-05,HQY,"Healthequity, I...","4,055",amc,0.13,--,--,--,-5.12%
2017-12-05,PLAY,Dave & Buster's...,"1,476",amc,0.23,--,--,--,-0.32%
2017-12-05,GIII,G-iii Apparel G...,"1,418",bmo,1.54,--,--,--,13.80%
2017-12-05,TOL,Toll Brothers I...,"5,293",bmo,1.19,--,--,--,-7.36%
2017-12-05,HDS,Hd Supply Holdi...,"6,825",bmo,0.75,--,--,--,6.33%
2017-12-05,DLNG,Dynagas Lng Par...,50,bmo,0.17,--,--,--,-1.40%
2017-12-05,VNET,"21vianet Group,...",901,amc,-2.06,--,--,--,-1.57%
2017-12-05,JILL,"J.jill, Inc.",93,bmo,0.09,--,--,--,6.82%
2017-12-05,OXM,Oxford Industri...,"1,241",amc,0.11,--,--,--,8.87%
2017-12-05,LE,"Lands' End, Inc...",377,bmo,-0.15,--,--,--,11.86%
2017-12-05,LQDT,Liquidity Servi...,206,amc,-0.3,--,--,--,-16.96%
2017-12-05,BNED,Barnes & Noble...,161,bmo,1.0,--,--,--,22.89%
2017-12-05,EMKR,Emcore Corporat...,92,bmo,0.14,--,--,--,-15.54%
2017-12-05,FRAN,Francesca's Hol...,15,bmo,0.36,--,--,--,-11.03%
