,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2017-08-01,AAPL,Apple Inc.,"939,678",amc,1.57,--,--,--,4.73%
2017-08-01,BP,Bp P.l.c.,"137,166",bmo,0.11,--,--,--,3.22%
2017-08-01,PFE,Pfizer Inc.,"244,192",bmo,0.65,--,--,--,-0.24%
2017-08-01,ILMN,"Illumina, Inc.","55,600",amc,0.68,--,--,--,14.83%
2017-08-01,SNE,Sony Corporatio...,"69,534",bmo,0.48,--,--,--,-0.88%
2017-08-01,SHOP,Shopify Inc.,"34,974",bmo,-0.07,--,--,--,12.68%
2017-08-01,ADM,Archer Daniels...,"23,493",bmo,0.52,--,--,--,2.66%
2017-08-01,BOOT,Boot Barn Holdi...,992,amc,0.0,--,--,--,17.01%
2017-08-01,FEYE,"Fireeye, Inc.","3,085",amc,-0.12,--,--,--,0.75%
2017-08-01,FTR,Frontier Commun...,186,amc,-1.12,--,--,--,7.30%
2017-08-01,MOS,The Mosaic Comp...,"9,568",bmo,0.25,--,--,--,-5.18%
2017-08-01,ARC,Arc Document So...,95,amc,0.05,--,--,--,10.26%
2017-08-01,PSX,Phillips 66,"43,904",bmo,1.02,--,--,--,2.24%
2017-08-01,UAA,"Under Armour, I...","11,682",bmo,-0.06,--,--,--,-8.59%
2017-08-01,CME,Cme Group Inc.,"72,406",bmo,1.2,--,--,--,0.95%
2017-08-01,DXCM,"Dexcom, Inc.","13,384",amc,-0.23,--,--,--,6.67%
2017-08-01,GHDX,"Genomic Health,...","2,165",amc,-0.06,--,--,--,-5.46%
2017-08-01,PAYC,Paycom Software...,"14,001",amc,0.2,--,--,--,-4.33%
2017-08-01,MTCH,"Match Group, In...","20,320",amc,0.19,--,--,--,4.22%
2017-08-01,CMI,Cummins Inc.,"26,640",bmo,2.58,--,--,--,-6.21%
2017-08-01,EOG,"Eog Resources,...","51,399",amc,0.1,--,--,--,-2.27%
2017-08-01,S,Sprint Corporat...,"28,799",bmo,-0.01,--,--,--,11.15%
2017-08-01,MSEX,Middlesex Water...,"1,026",--,0.38,--,--,--,--
2017-08-01,OKE,"Oneok, Inc.","29,009",amc,0.45,--,--,--,-2.41%
2017-08-01,GLUU,Glu Mobile Inc....,"1,040",amc,-0.1,--,--,--,5.47%
