,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,KMI,"Kinder Morgan,...","47,788",amc,0.21,0.22,+0.01 ,+4.76% ,2.29%
1,ABT,Abbott Laborato...,"150,696",bmo,0.58,0.59,+0.01 ,+1.72% ,-0.47%
2,URI,"United Rentals,...","10,451",amc,2.38,2.87,+0.49 ,+20.59% ,-6.54%
3,AXP,American Expres...,"104,719",amc,1.71,1.86,+0.15 ,+8.77% ,7.59%
4,MS,Morgan Stanley,"74,372",bmo,1.28,1.45,+0.17 ,+13.28% ,0.04%
5,AA,Alcoa Corp.,"4,291",amc,0.60,0.77,+0.17 ,+28.33% ,1.40%
6,USB,U.s. Bancorp,"85,462",bmo,0.94,0.95,+0.01 ,+1.06% ,-2.00%
7,TXT,Textron Inc.,"12,371",bmo,0.46,0.72,+0.26 ,+56.52% ,6.76%
8,CCI,Crown Castle In...,"55,805",amc,1.34,1.36,+0.02 ,+1.49% ,-3.71%
9,STLD,"Steel Dynamics,...","6,801",amc,0.91,0.96,+0.05 ,+5.49% ,-0.32%
10,MTG,Mgic Investment...,"4,952",bmo,0.35,0.38,+0.03 ,+8.57% ,-2.51%
11,CP,Canadian Pacifi...,"33,355",amc,2.16,2.13,-0.03 ,-1.39% ,-1.73%
12,ASML,Asml Holding N....,"88,367",bmo,1.38,1.55,+0.17 ,+12.32% ,-3.00%
13,PIR,"Pier 1 Imports,...",27,amc,3.60,--,--,--,-21.10%
14,PTC,Ptc Inc.,"10,679",amc,0.31,0.34,+0.03 ,+9.68% ,1.63%
15,TMK,Torchmark Corpo...,"10,089",amc,1.46,1.49,+0.03 ,+2.05% ,1.76%
16,CCK,"Crown Holdings,...","8,571",amc,0.80,0.94,+0.14 ,+17.50% ,-2.18%
17,SLG,Sl Green Realty...,"6,831",amc,1.65,1.66,+0.01 ,+0.61% ,0.56%
18,RLI,Rli Corp.,"3,922",amc,0.52,0.60,+0.08 ,+15.38% ,0.30%
19,UMPQ,Umpqua Holdings...,"3,764",amc,0.28,0.35,+0.07 ,+25.00% ,6.56%
20,TCBI,Texas Capital B...,"3,082",amc,1.37,1.38,+0.01 ,+0.73% ,7.68%
21,CVBF,Cvb Financial C...,"2,958",amc,0.31,0.32,+0.01 ,+3.23% ,-0.14%
22,CATY,Cathay General...,"2,920",amc,0.79,0.78,-0.01 ,-1.27% ,2.95%
23,BXS,Bancorpsouth Ba...,"2,889",amc,0.50,0.54,+0.04 ,+8.00% ,5.67%
24,VMI,Valmont Industr...,"2,792",amc,1.79,1.87,+0.08 ,+4.47% ,0.44%
