,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-03-16,TIF,Tiffany & Co.,"11,472",bmo,1.63,--,--,--,-5.06%
2018-03-16,GERN,Geron Corporati...,261,amc,-0.04,--,--,--,-3.16%
2018-03-16,BKE,"Buckle, Inc. (t...",834,bmo,0.75,--,--,--,6.85%
2018-03-16,MGI,Moneygram Inter...,136,--,0.27,--,--,--,--
2018-03-16,CHMI,Cherry Hill Mor...,264,amc,0.52,--,--,--,4.49%
2018-03-16,GEN,Genesis Healthc...,201,bmo,-0.31,--,--,--,4.20%
2018-03-16,ABEO,Abeona Therapeu...,224,--,-0.13,--,--,--,--
2018-03-16,NBRV,Nabriva Therape...,"2,347",--,-0.54,--,--,--,--
2018-03-16,STML,Stemline Therap...,633,--,-0.67,--,--,--,--
2018-03-16,HIBB,"Hibbett Sports,...",345,bmo,0.43,--,--,--,-2.44%
2018-03-16,RDI,Reading Interna...,305,--,0.14,--,--,--,--
2018-03-16,DSKE,Hennessy Capita...,233,bmo,-0.18,--,--,--,1.54%
2018-03-16,FBIO,Fortress Biotec...,99,--,-0.57,--,--,--,--
2018-03-16,HWCC,Houston Wire &...,91,bmo,0.04,--,--,--,5.22%
2018-03-16,KIRK,"Kirkland's, Inc...",31,bmo,0.85,--,--,--,1.07%
2018-03-16,PULM,"Pulmatrix, Inc....",17,--,-0.27,--,--,--,--
