,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,XOM,Exxon Mobil Cor...,"322,113",bmo,1.08,1.51,+0.43 ,+39.81% ,3.60%
1,MRK,"Merck & Co., In...","220,390",bmo,1.03,1.04,+0.01 ,+0.97% ,2.71%
2,CVX,Chevron Corpora...,"235,311",bmo,1.87,2.06,+0.19 ,+10.16% ,3.24%
3,SNE,Sony Corporatio...,"69,534",bmo,1.90,2.93,+1.03 ,+54.21% ,-7.92%
4,D,Dominion Energy...,"62,504",bmo,0.91,0.89,-0.02 ,-2.20% ,1.04%
5,CI,Cigna Corporati...,"62,019",bmo,2.53,2.46,-0.07 ,-2.77% ,-2.88%
6,HON,Honeywell Inter...,"128,512",bmo,1.88,1.91,+0.03 ,+1.60% ,0.75%
7,ON,On Semiconducto...,"8,277",bmo,0.48,0.53,+0.05 ,+10.42% ,3.79%
8,HMC,Honda Motor Co....,"46,520",bmo,0.85,0.85,0.00 ,0.00% ,-3.13%
9,WY,Weyerhaeuser Co...,"19,819",bmo,0.11,0.10,-0.01 ,-9.09% ,1.94%
10,ITW,Illinois Tool W...,"48,208",bmo,1.82,1.83,+0.01 ,+0.55% ,-2.10%
11,LYB,Lyondellbasell...,"32,374",bmo,2.13,1.83,-0.30 ,-14.08% ,2.21%
12,SPG,Simon Property...,"50,350",bmo,3.24,3.23,-0.01 ,-0.31% ,-1.60%
13,KKR,Kkr & Co. Inc.,"14,110",bmo,0.49,0.55,+0.06 ,+12.24% ,4.59%
14,IDXX,Idexx Laborator...,"23,963",bmo,0.90,0.98,+0.08 ,+8.89% ,-3.48%
15,NVO,Novo Nordisk A/...,"123,939",--,0.57,0.54,-0.03 ,-5.26% ,--
16,OSB,Norbord Inc.,"2,046",bmo,0.27,0.30,+0.03 ,+11.11% ,4.15%
17,BAH,Booz Allen Hami...,"9,519",bmo,0.58,0.72,+0.14 ,+24.14% ,5.01%
18,JCI,Johnson Control...,"37,602",bmo,0.24,0.26,+0.02 ,+8.33% ,-1.54%
19,AON,Aon Plc,"47,522",bmo,2.13,2.16,+0.03 ,+1.41% ,7.19%
20,ROP,Roper Technolog...,"39,053",bmo,3.13,3.22,+0.09 ,+2.88% ,3.17%
21,SOGO,Sogou Inc. Spon...,"1,636",bmo,0.07,--,--,--,-4.69%
22,ZBH,Zimmer Biomet H...,"24,127",bmo,2.18,2.18,0.00 ,0.00% ,6.43%
23,SPR,Spirit Aerosyst...,"8,152",bmo,1.78,1.85,+0.07 ,+3.93% ,5.29%
24,MSG,The Madison Squ...,"6,766",bmo,2.09,3.42,+1.33 ,+63.64% ,0.42%
