,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2017-08-29,BBY,"Best Buy Co., I...","19,198",bmo,0.63,--,--,--,-11.93%
2017-08-29,AVAV,"Aerovironment,...","1,348",amc,-0.34,--,--,--,18.22%
2017-08-29,BMO,Bank Of Montrea...,"49,305",bmo,1.57,--,--,--,-2.64%
2017-08-29,OLLI,Ollie's Bargain...,"5,380",amc,0.25,--,--,--,-1.39%
2017-08-29,BNS,Bank Of Nova Sc...,"66,316",bmo,1.29,--,--,--,-0.26%
2017-08-29,MOV,Movado Group In...,626,bmo,0.25,--,--,--,19.50%
2017-08-29,HRB,"H&r Block, Inc....","5,823",amc,-0.63,--,--,--,-8.28%
2017-08-29,GSM,Ferroglobe Plc,320,--,0.01,--,--,--,--
2017-08-29,JILL,"J.jill, Inc.",93,bmo,0.29,--,--,--,-15.77%
2017-08-29,AKO.B,Embotelladora A...,"3,352",amc,0.09,--,--,--,-1.30%
2017-08-29,AVAL,Grupo Aval Acci...,"2,928",amc,0.18,--,--,--,-0.45%
2017-08-29,HAIN,The Hain Celest...,"2,330",bmo,0.4,--,--,--,-1.38%
2017-08-29,SCSC,"Scansource, Inc...",842,amc,0.68,--,--,--,-2.69%
2017-08-29,CAL,"Caleres, Inc.",819,amc,0.45,--,--,--,7.66%
2017-08-29,SFUN,Fang Holdings L...,292,bmo,-0.03,--,--,--,-3.04%
2017-08-29,OLNCF,Omni-lite Indus...,9,--,0.04,--,--,--,--
