,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-02-26,EXEL,"Exelixis, Inc.","6,373",amc,0.12,--,--,--,-8.20%
2018-02-26,PANW,Palo Alto Netwo...,"20,099",amc,0.79,--,--,--,2.32%
2018-02-26,OKE,"Oneok, Inc.","29,009",amc,0.51,--,--,--,-0.82%
2018-02-26,FIT,"Fitbit, Inc.",982,amc,0.0,--,--,--,-12.27%
2018-02-26,I,Intelsat S.a.,"2,951",bmo,-0.25,--,--,--,-11.14%
2018-02-26,CAPL,Crossamerica Pa...,564,bmo,0.06,--,--,--,0.79%
2018-02-26,CRC,California Reso...,901,amc,-0.54,--,--,--,-21.83%
2018-02-26,BSM,Black Stone Min...,"3,150",amc,0.17,--,--,--,-3.79%
2018-02-26,MEDP,Medpace Holding...,"2,314",amc,0.39,--,--,--,-17.99%
2018-02-26,HSII,Heidrick & Stru...,560,amc,0.32,--,--,--,1.38%
2018-02-26,CLVS,Clovis Oncology...,753,amc,-1.28,--,--,--,6.56%
2018-02-26,DK,Delek Us Holdin...,"3,105",amc,0.4,--,--,--,5.73%
2018-02-26,VLRX,Valeritas Holdi...,15,amc,-33.8,--,--,--,-5.37%
2018-02-26,AWR,American States...,"2,790",amc,0.35,--,--,--,-0.98%
2018-02-26,DF,Dean Foods Comp...,101,bmo,0.26,--,--,--,-13.03%
2018-02-26,ESV,Ensco Plc,"1,760",bmo,-1.04,--,--,--,-0.76%
2018-02-26,TWOU,"2u, Inc.","2,252",amc,0.13,--,--,--,4.28%
2018-02-26,APPF,"Appfolio, Inc.","3,505",amc,0.09,--,--,--,-11.82%
2018-02-26,THC,Tenet Healthcar...,"1,996",amc,1.3,--,--,--,8.91%
2018-02-26,CPRT,"Copart, Inc.","17,092",bmo,0.38,--,--,--,0.32%
2018-02-26,WBT,"Welbilt, Inc.","2,290",bmo,0.25,--,--,--,-5.00%
2018-02-26,EHC,Encompass Healt...,"6,309",amc,0.66,--,--,--,1.90%
2018-02-26,CRZO,Carrizo Oil & G...,907,amc,0.56,--,--,--,-18.34%
2018-02-26,GSM,Ferroglobe Plc,320,amc,0.07,--,--,--,2.50%
2018-02-26,BCC,"Boise Cascade,...","1,105",bmo,0.29,--,--,--,-4.32%
