,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-05-31,LULU,Lululemon Athle...,"23,868",amc,0.46,0.55,+0.09 ,+19.57% ,16.32%
2018-05-31,COST,Costco Wholesal...,"117,973",amc,1.68,1.70,+0.02 ,+1.19% ,-0.56%
2018-05-31,MRVL,Marvell Technol...,"16,071",amc,0.31,0.32,+0.01 ,+3.23% ,2.92%
2018-05-31,ULTA,Ulta Beauty Inc...,"20,165",amc,2.48,2.63,+0.15 ,+6.05% ,-0.71%
2018-05-31,WDAY,"Workday, Inc.","48,818",amc,0.26,0.33,+0.07 ,+26.92% ,-3.57%
2018-05-31,DG,Dollar General...,"36,152",bmo,1.4,1.36,-0.04 ,-2.86% ,-9.37%
2018-05-31,DLTR,"Dollar Tree, In...","26,048",bmo,1.23,1.19,-0.04 ,-3.25% ,-14.28%
2018-05-31,CIEN,Ciena Corporati...,"6,667",bmo,0.3,0.23,-0.07 ,-23.33% ,-4.20%
2018-05-31,BURL,Burlington Stor...,"11,648",bmo,1.09,1.26,+0.17 ,+15.60% ,7.12%
2018-05-31,VMW,"Vmware, Inc.","69,230",amc,1.14,1.26,+0.12 ,+10.53% ,6.15%
2018-05-31,TITN,Titan Machinery...,430,bmo,-0.1,-0.07,+0.03 ,+30.00% ,-13.94%
2018-05-31,AEO,American Eagle...,"2,952",bmo,0.22,0.23,+0.01 ,+4.55% ,-1.81%
2018-05-31,TECD,Tech Data Corpo...,"3,802",bmo,1.48,1.84,+0.36 ,+24.32% ,5.35%
2018-05-31,GME,Gamestop Corp.,565,amc,0.35,0.38,+0.03 ,+8.57% ,3.94%
2018-05-31,ZUO,"Zuora, Inc.","1,790",amc,-0.41,--,--,--,19.03%
2018-05-31,FRO,Frontline Ltd.,"1,364",bmo,-0.17,-0.08,+0.09 ,+52.94% ,9.54%
2018-05-31,EXPR,"Express, Inc.",176,bmo,-0.01,0.01,+0.02 ,+200.00% ,-7.10%
2018-05-31,GMLP,Golar Lng Partn...,819,bmo,0.09,0.21,+0.12 ,+133.33% ,-17.55%
2018-05-31,ONVO,Organovo Holdin...,57,amc,-0.07,-0.07,0.00 ,0.00% ,-26.40%
2018-05-31,SFL,Ship Finance In...,"1,515",bmo,0.19,0.24,+0.05 ,+26.32% ,-1.04%
2018-05-31,YEXT,Yext Inc.,"2,243",amc,-0.12,-0.11,+0.01 ,+8.33% ,10.33%
2018-05-31,HMLP,Hoegh Lng Partn...,593,bmo,0.35,0.37,+0.02 ,+5.71% ,-6.49%
2018-05-31,GLNG,Golar Lng Limit...,"1,836",bmo,-0.22,-0.21,+0.01 ,+4.55% ,-25.09%
2018-05-31,JILL,"J.jill, Inc.",93,bmo,0.19,0.29,+0.10 ,+52.63% ,26.45%
2018-05-31,DCI,Donaldson Compa...,"6,360",bmo,0.52,0.53,+0.01 ,+1.92% ,-0.88%
