,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,XOM,Exxon Mobil Cor...,"317,290",bmo,0.72,0.55,-0.17 ,-23.61% ,-2.10%
1,CVX,Chevron Corpora...,"238,168",bmo,1.26,1.39,+0.13 ,+10.32% ,-0.68%
2,SNE,Sony Corporatio...,"67,802",bmo,0.19,0.62,+0.43 ,+226.32% ,7.67%
3,ADM,Archer Daniels...,"22,547",bmo,0.62,0.46,-0.16 ,-25.81% ,-1.94%
4,AAL,American Airlin...,"14,715",bmo,0.51,0.52,+0.01 ,+1.96% ,-1.05%
5,VTR,"Ventas, Inc.","23,985",bmo,0.96,0.35,-0.61 ,-63.54% ,1.82%
6,COG,Cabot Oil & Gas...,"9,448",bmo,0.67,0.73,+0.06 ,+8.96% ,2.50%
7,CL,Colgate-palmoli...,"62,414",bmo,0.66,0.67,+0.01 ,+1.52% ,3.80%
8,TOT,Total S.a.,"135,943",--,1.09,1.02,-0.07 ,-6.42% ,--
9,WY,Weyerhaeuser Co...,"18,687",bmo,0.11,0.11,0.00 ,0.00% ,4.23%
10,LYB,Lyondellbasell...,"31,819",bmo,2.20,2.22,+0.02 ,+0.91% ,-0.73%
11,AZN,Astrazeneca Plc...,"101,620",bmo,0.43,0.45,+0.02 ,+4.65% ,-2.74%
12,GT,The Goodyear Ti...,"3,435",bmo,0.05,0.19,+0.14 ,+280.00% ,-1.69%
13,SNY,Sanofi,"104,721",bmo,0.74,0.81,+0.07 ,+9.46% ,3.42%
14,HELE,Helen Of Troy L...,"3,715",bmo,1.58,1.82,+0.24 ,+15.19% ,21.61%
15,HTHIY,Hitachi Ltd.,"35,433",--,2.49,--,--,--,--
16,TREE,"Lendingtree, In...","5,283",bmo,1.26,1.10,-0.16 ,-12.70% ,5.78%
17,POR,Portland Genera...,"4,880",bmo,0.76,0.82,+0.06 ,+7.89% ,1.24%
18,BEN,Franklin Resour...,"18,023",bmo,0.64,0.72,+0.08 ,+12.50% ,-0.93%
19,AIMC,Altra Industria...,"2,172",bmo,0.71,0.80,+0.09 ,+12.68% ,8.42%
20,LEA,Lear Corporatio...,"8,230",bmo,4.06,4.00,-0.06 ,-1.48% ,-1.29%
21,IPG,Interpublic Gro...,"8,824",bmo,0.06,--,--,--,5.25%
22,AON,Aon Plc,"46,880",bmo,3.31,3.31,0.00 ,0.00% ,0.31%
23,ZBH,Zimmer Biomet H...,"25,282",bmo,1.86,1.87,+0.01 ,+0.54% ,-0.69%
24,AN,"Autonation, Inc...","3,751",bmo,0.92,1.05,+0.13 ,+14.13% ,7.11%
