,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,PSX,Phillips 66,"43,904",bmo,2.50,3.10,+0.60 ,+24.00% ,0.97%
1,VTR,"Ventas, Inc.","25,014",bmo,0.97,0.99,+0.02 ,+2.06% ,-0.19%
2,COG,Cabot Oil & Gas...,"10,006",bmo,0.27,0.25,-0.02 ,-7.41% ,7.10%
3,CL,Colgate-palmoli...,"62,792",bmo,0.72,0.72,0.00 ,0.00% ,-6.64%
4,TOT,Total S.a.,"138,114",--,1.45,1.47,+0.02 ,+1.38% ,--
5,WY,Weyerhaeuser Co...,"19,819",bmo,0.39,0.28,-0.11 ,-28.21% ,-8.50%
6,PSXP,Phillips 66 Par...,"6,275",bmo,0.93,1.10,+0.17 ,+18.28% ,-0.97%
7,GBX,Greenbrier Comp...,939,bmo,1.07,0.80,-0.27 ,-25.23% ,-9.26%
8,GT,The Goodyear Ti...,"3,491",bmo,0.76,0.68,-0.08 ,-10.53% ,-1.12%
9,R,"Ryder System, I...","2,970",bmo,1.63,1.64,+0.01 ,+0.61% ,-6.15%
10,VIV,Telefonica Bras...,"22,392",--,0.20,0.48,+0.28 ,+140.00% ,--
11,CHTR,Charter Communi...,"89,739",bmo,1.04,2.11,+1.07 ,+102.88% ,-6.29%
12,POR,Portland Genera...,"4,916",bmo,0.50,0.59,+0.09 ,+18.00% ,-2.98%
13,CBD,Companhia Brasi...,"6,408",--,0.21,0.13,-0.08 ,-38.10% ,--
14,ICAGY,International C...,"4,653",--,1.14,1.28,+0.14 ,+12.28% ,--
15,AON,Aon Plc,"47,522",bmo,1.23,1.31,+0.08 ,+6.50% ,1.55%
16,TEN,Tenneco Inc.,592,bmo,1.50,1.70,+0.20 ,+13.33% ,6.56%
17,ROP,Roper Technolog...,"39,053",bmo,2.94,3.09,+0.15 ,+5.10% ,7.55%
18,MCO,Moody's Corpora...,"38,191",bmo,1.78,1.69,-0.09 ,-5.06% ,-8.67%
19,BASFY,Basf Se,"64,185",--,0.47,0.44,-0.03 ,-6.38% ,--
20,RBS,Royal Bank Scot...,"34,758",--,0.19,0.10,-0.09 ,-47.37% ,--
21,ZBH,Zimmer Biomet H...,"24,127",bmo,1.60,1.63,+0.03 ,+1.87% ,-5.75%
22,GLPG,Galapagos Nv,"6,916",--,-0.37,0.33,+0.70 ,+189.19% ,--
23,FMX,Fomento Economi...,"34,866",bmo,1.02,0.72,-0.30 ,-29.41% ,0.28%
24,SEOAY,Stora Enso Oyj,"9,369",--,0.36,0.36,0.00 ,0.00% ,--
