,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2017-11-07,SNAP,Snap Inc.,"20,625",amc,-0.14,--,--,--,-14.62%
2017-11-07,BEAT,"Biotelemetry, I...","1,655",amc,0.24,--,--,--,-5.56%
2017-11-07,AMED,"Amedisys, Inc.","3,910",amc,0.54,--,--,--,5.98%
2017-11-07,TTWO,Take-two Intera...,"13,193",amc,0.74,--,--,--,10.58%
2017-11-07,DNR,Denbury Resourc...,563,bmo,-0.01,--,--,--,7.79%
2017-11-07,CROX,"Crocs, Inc.","1,461",bmo,-0.04,--,--,--,-9.09%
2017-11-07,FOSL,"Fossil Group, I...",544,amc,-0.14,--,--,--,-17.23%
2017-11-07,EDIT,Editas Medicine...,"1,184",amc,-0.61,--,--,--,-3.03%
2017-11-07,WB,Weibo Corporati...,"9,875",bmo,0.46,--,--,--,0.07%
2017-11-07,AAXN,Axon Enterprise...,"3,788",amc,0.05,--,--,--,-6.21%
2017-11-07,INGN,"Inogen, Inc","1,445",amc,0.29,--,--,--,15.47%
2017-11-07,NVAX,"Novavax, Inc.",120,amc,-3.2,--,--,--,1.79%
2017-11-07,NEWR,"New Relic, Inc....","5,316",amc,-0.1,--,--,--,5.24%
2017-11-07,MTCH,"Match Group, In...","20,320",amc,0.22,--,--,--,10.00%
2017-11-07,MED,Medifast Inc,"1,456",amc,0.51,--,--,--,14.79%
2017-11-07,PLNT,"Planet Fitness,...","7,095",amc,0.16,--,--,--,17.35%
2017-11-07,AAOI,Applied Optoele...,196,amc,1.04,--,--,--,15.18%
2017-11-07,VNDA,Vanda Pharmaceu...,738,amc,-0.1,--,--,--,-12.37%
2017-11-07,VCEL,Vericel Corpora...,833,bmo,-0.17,--,--,--,-1.74%
2017-11-07,CRIS,"Curis, Inc.",59,bmo,-0.45,--,--,--,-15.89%
2017-11-07,ZBRA,Zebra Technolog...,"11,715",bmo,1.72,--,--,--,-5.60%
2017-11-07,TWO,Two Harbors Inv...,"3,484",amc,0.53,--,--,--,1.11%
2017-11-07,EMR,Emerson Electri...,"40,196",bmo,0.8,--,--,--,-2.23%
2017-11-07,CAPL,Crossamerica Pa...,564,--,0.07,--,--,--,--
2017-11-07,VGR,Vector Group Lt...,"1,373",bmo,0.15,--,--,--,2.29%
