,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-02-14,CSCO,"Cisco Systems,...","242,289",amc,0.59,--,--,--,4.73%
2018-02-14,AMAT,Applied Materia...,"41,170",amc,0.97,--,--,--,3.91%
2018-02-14,CTL,"Centurylink, In...","12,833",amc,0.22,--,--,--,8.82%
2018-02-14,NTAP,"Netapp, Inc.","14,980",amc,0.9,--,--,--,-4.90%
2018-02-14,CF,Cf Industries H...,"10,236",amc,-0.11,--,--,--,3.10%
2018-02-14,NLY,Annaly Capital...,"13,368",amc,0.3,--,--,--,2.50%
2018-02-14,TRIP,"Tripadvisor, In...","6,614",amc,0.15,--,--,--,4.13%
2018-02-14,MRO,Marathon Oil Co...,"11,255",amc,0.02,--,--,--,-3.72%
2018-02-14,CC,The Chemours Co...,"3,484",amc,0.95,--,--,--,-0.20%
2018-02-14,ALSN,Allison Transmi...,"5,763",amc,0.59,--,--,--,-4.43%
2018-02-14,VNDA,Vanda Pharmaceu...,738,amc,-0.12,--,--,--,6.62%
2018-02-14,WMB,Williams Compan...,"34,354",amc,0.2,--,--,--,0.00%
2018-02-14,GRPN,"Groupon, Inc.","2,033",bmo,0.09,--,--,--,-9.42%
2018-02-14,WIX,Wix.com Ltd.,"7,166",bmo,0.16,--,--,--,9.38%
2018-02-14,A,Agilent Technol...,"23,937",amc,0.58,--,--,--,3.33%
2018-02-14,SEDG,Solaredge Techn...,"3,003",amc,0.63,--,--,--,24.25%
2018-02-14,ASGN,Asgn Incorporat...,"3,110",amc,0.76,--,--,--,1.67%
2018-02-14,CIM,Chimera Investm...,"3,573",bmo,0.61,--,--,--,0.71%
2018-02-14,GOLD,Barrick Gold Co...,"27,681",bmo,0.2,--,--,--,3.25%
2018-02-14,SPWR,Sunpower Corpor...,"1,707",amc,0.18,--,--,--,-1.20%
2018-02-14,MAR,Marriott Intern...,"47,288",amc,1.0,--,--,--,-2.72%
2018-02-14,TAP,Molson Coors Br...,"12,289",bmo,0.56,--,--,--,6.27%
2018-02-14,HCC,Warrior Met Coa...,"1,315",amc,1.0,--,--,--,3.46%
2018-02-14,HE,Hawaiian Electr...,"4,831",amc,0.41,--,--,--,3.53%
2018-02-14,ARI,Apollo Commerci...,"2,831",amc,0.07,--,--,--,1.72%
