,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2019-05-01,SQ,"Square, Inc.","33,207",amc,0.08,0.11,0.03,+37.50% ,-7.99%
2019-05-01,CVS,Cvs Health Corp...,"72,671",bmo,1.5,1.62,0.12,+8.00% ,5.42%
2019-05-01,QCOM,Qualcomm Incorp...,"91,177",amc,0.71,0.77,0.06,+8.45% ,0.89%
2019-05-01,EPD,Enterprise Prod...,"66,095",bmo,0.47,0.57,0.1,+21.28% ,1.64%
2019-05-01,SO,Southern Compan...,"57,497",bmo,0.7,0.7,0.0,0.00% ,-1.32%
2019-05-01,AMRN,Amarin Corporat...,"5,979",bmo,-0.06,-0.05,0.01,+16.67% ,-6.31%
2019-05-01,EXEL,"Exelixis, Inc.","6,419",amc,0.24,0.27,0.03,+12.50% ,4.40%
2019-05-01,CF,Cf Industries H...,"10,426",amc,0.28,0.27,-0.01,-3.57% ,0.39%
2019-05-01,NRZ,New Residential...,"6,306",bmo,0.54,0.53,-0.01,-1.85% ,-0.12%
2019-05-01,NLY,Annaly Capital...,"13,601",amc,0.29,0.29,0.0,0.00% ,-2.50%
2019-05-01,O,Realty Income C...,"21,754",amc,0.8,0.37,-0.43,-53.75% ,0.33%
2019-05-01,AYX,"Alteryx, Inc.","7,333",amc,-0.08,0.04,0.12,+150.00% ,9.08%
2019-05-01,MET,"Metlife, Inc.","47,252",amc,1.3,1.48,0.18,+13.85% ,3.72%
2019-05-01,MIC,Macquarie Infra...,"3,543",amc,1.5,1.68,0.18,+12.00% ,4.25%
2019-05-01,MRO,Marathon Oil Co...,"11,173",amc,0.06,0.31,0.25,+416.67% ,-6.11%
2019-05-01,CME,Cme Group Inc.,"73,135",bmo,1.6,1.62,0.02,+1.25% ,-2.01%
2019-05-01,DXCM,"Dexcom, Inc.","13,892",amc,-0.17,-0.05,0.12,+70.59% ,1.48%
2019-05-01,PRU,Prudential Fina...,"41,014",amc,3.14,3.0,-0.14,-4.46% ,-2.64%
2019-05-01,XPO,"Xpo Logistics,...","5,702",amc,0.41,0.51,0.1,+24.39% ,-4.51%
2019-05-01,HUM,Humana Inc.,"38,035",bmo,4.3,4.48,0.18,+4.19% ,-3.62%
2019-05-01,APA,Apache Corporat...,"9,033",amc,0.09,0.1,0.01,+11.11% ,-6.09%
2019-05-01,MED,Medifast Inc,"1,353",amc,1.52,1.7,0.18,+11.84% ,-5.03%
2019-05-01,QLYS,"Qualys, Inc.","3,438",amc,0.42,0.49,0.07,+16.67% ,1.39%
2019-05-01,VNDA,Vanda Pharmaceu...,688,amc,0.01,0.06,0.05,+500.00% ,-1.31%
2019-05-01,CLX,The Clorox Comp...,"20,616",bmo,1.47,1.44,-0.03,-2.04% ,-7.24%
