,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2019-03-29,BB,Blackberry Limi...,"3,879",bmo,0.04,0.11,+0.07 ,+175.00% ,13.63%
2019-03-29,NBEV,New Age Beverag...,305,bmo,-0.04,--,--,--,0.96%
2019-03-29,KMX,"Carmax, Inc.","14,048",bmo,1.04,1.13,+0.09 ,+8.65% ,9.61%
2019-03-29,HNNMY,Hennes & Maurit...,"29,295",bmo,0.01,0.01,0.00 ,0.00% ,9.50%
2019-03-29,SBS,Companhia De Sa...,"9,542",--,0.27,0.58,+0.31 ,+114.81% ,--
2019-03-29,TNP,Tsakos Energy N...,300,bmo,0.03,-0.09,-0.12 ,-400.00% ,0.65%
2019-03-29,CASI,Casi Pharmaceut...,297,--,-0.03,-0.10,-0.07 ,-233.33% ,--
2019-03-29,FUV,"Arcimoto, Inc.",49,bmo,-0.23,--,--,--,0.63%
2019-03-29,CLSN,Celsion Corpora...,37,bmo,-0.36,0.32,+0.68 ,+188.89% ,-2.32%
2019-03-29,SNWV,Sanuwave Health...,26,--,-0.02,-0.01,+0.01 ,+50.00% ,--
