,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,BAC,Bank Of America...,"278,210",bmo,0.63,0.70,+0.07 ,+11.11% ,7.16%
1,GS,The Goldman Sac...,"76,058",bmo,4.88,6.04,+1.16 ,+23.77% ,9.54%
2,KMI,"Kinder Morgan,...","47,788",amc,0.25,0.25,0.00 ,0.00% ,1.43%
3,CSX,Csx Corporation...,"63,438",amc,1.01,1.01,0.00 ,0.00% ,-0.44%
4,AA,Alcoa Corp.,"4,291",amc,0.32,0.66,+0.34 ,+106.25% ,2.10%
5,BLK,"Blackrock, Inc....","73,968",bmo,6.35,6.08,-0.27 ,-4.25% ,3.08%
6,USB,U.s. Bancorp,"85,462",bmo,1.06,1.07,+0.01 ,+0.94% ,2.38%
7,SCHW,The Charles Sch...,"54,548",--,0.64,0.65,+0.01 ,+1.56% ,--
8,PNC,The Pnc Financi...,"63,910",bmo,2.77,2.75,-0.02 ,-0.72% ,0.07%
9,BK,The Bank Of New...,"42,638",bmo,0.92,0.99,+0.07 ,+7.61% ,2.06%
10,CMA,Comerica Incorp...,"11,251",bmo,1.86,1.88,+0.02 ,+1.08% ,5.52%
11,HWC,Hancock Whitney...,"3,418",amc,1.13,1.12,-0.01 ,-0.88% ,3.32%
12,FUL,H. B. Fuller Co...,"2,402",amc,1.01,0.90,-0.11 ,-10.89% ,4.29%
13,EGBN,"Eagle Bancorp,...","1,904",amc,1.13,1.17,+0.04 ,+3.54% ,-2.84%
14,PLXS,Plexus Corp.,"1,787",amc,0.90,0.91,+0.01 ,+1.11% ,-4.12%
15,CTBI,Community Trust...,752,--,0.86,0.89,+0.03 ,+3.49% ,--
16,FCCO,First Community...,152,--,0.37,0.35,-0.02 ,-5.41% ,--
