,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,TWTR,"Twitter, Inc.","28,263",bmo,0.15,0.21,+0.06 ,+40.00% ,15.64%
1,VZ,Verizon Communi...,"234,040",bmo,1.17,1.20,+0.03 ,+2.56% ,-2.09%
2,LMT,Lockheed Martin...,"100,855",bmo,4.29,--,--,--,5.66%
3,PG,Procter & Gambl...,"288,483",bmo,1.04,1.06,+0.02 ,+1.92% ,-2.69%
4,SNAP,Snap Inc.,"18,986",amc,-0.12,--,--,--,-6.09%
5,KO,Coca-cola Compa...,"219,236",bmo,0.46,--,--,--,1.71%
6,TXN,Texas Instrumen...,"110,014",amc,1.13,--,--,--,1.76%
7,UTX,United Technolo...,"114,159",bmo,1.75,--,--,--,2.27%
8,CNC,Centene Corpora...,"21,768",bmo,1.32,--,--,--,4.64%
9,NEE,"Nextera Energy,...","100,447",bmo,2.01,2.20,+0.19 ,+9.45% ,-0.31%
10,ALSN,Allison Transmi...,"5,753",amc,1.11,1.32,+0.21 ,+18.92% ,1.06%
11,EBAY,Ebay Inc.,"33,727",amc,0.63,0.67,+0.04 ,+6.35% ,5.04%
12,NUE,Nucor Corporati...,"17,284",bmo,1.50,1.55,+0.05 ,+3.33% ,2.88%
13,IRBT,Irobot Corporat...,"2,537",amc,0.68,--,--,--,-23.09%
14,FE,Firstenergy Cor...,"23,112",amc,0.66,--,--,--,0.29%
15,ARCH,Arch Coal Inc.,"1,457",bmo,2.53,3.36,+0.83 ,+32.81% ,9.09%
16,EW,Edwards Lifesci...,"40,518",amc,1.23,--,--,--,-1.80%
17,AMTD,Td Ameritrade H...,"28,545",amc,0.93,0.93,0.00 ,0.00% ,-4.44%
18,SHW,The Sherwin-wil...,"42,152",bmo,3.63,--,--,--,1.89%
19,SYK,Stryker Corpora...,"77,613",amc,1.84,1.88,+0.04 ,+2.17% ,-1.03%
20,JBLU,Jetblue Airways...,"5,691",bmo,0.12,--,--,--,4.28%
21,FITB,Fifth Third Ban...,"20,519",bmo,0.59,--,--,--,2.87%
22,ABG,Asbury Automoti...,"1,638",bmo,1.92,2.20,+0.28 ,+14.58% ,4.82%
23,HA,Hawaiian Holdin...,"1,313",amc,0.66,0.67,+0.01 ,+1.52% ,-6.90%
24,BXMT,"Capital Trust,...","4,781",amc,0.64,--,--,--,1.57%
