,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2017-11-29,WDAY,"Workday, Inc.","48,818",amc,0.15,--,--,--,-3.32%
2017-11-29,ATKR,Atkore Internat...,"1,195",bmo,0.36,--,--,--,10.09%
2017-11-29,TIF,Tiffany & Co.,"11,472",bmo,0.76,--,--,--,-1.58%
2017-11-29,BOX,"Box, Inc.","2,556",amc,-0.13,--,--,--,-4.15%
2017-11-29,PVH,Pvh Corp.,"6,953",amc,2.91,--,--,--,-1.89%
2017-11-29,TLYS,"Tilly's, Inc.",234,amc,0.21,--,--,--,24.81%
2017-11-29,SNPS,"Synopsys, Inc.","20,296",amc,0.57,--,--,--,4.16%
2017-11-29,RY,Royal Bank Of C...,"116,123",bmo,1.49,--,--,--,0.65%
2017-11-29,HOME,At Home Group I...,457,amc,0.06,--,--,--,17.23%
2017-11-29,SMTC,Semtech Corpora...,"3,269",amc,0.49,--,--,--,-6.84%
2017-11-29,PLAB,"Photronics, Inc...",569,bmo,0.06,--,--,--,11.76%
2017-11-29,JACK,Jack In The Box...,"2,099",amc,0.89,--,--,--,1.27%
2017-11-29,GWRE,Guidewire Softw...,"8,362",amc,-0.14,--,--,--,-3.34%
2017-11-29,GGAL,Grupo Financier...,"5,193",--,0.91,--,--,--,--
2017-11-29,DSGX,The Descartes S...,"3,139",amc,0.1,--,--,--,-7.04%
2017-11-29,LZB,La-z-boy Incorp...,"1,479",amc,0.46,--,--,--,11.53%
2017-11-29,MNR,Monmouth Real E...,"1,302",amc,0.21,--,--,--,0.79%
2017-11-29,OCSL,Oaktree Special...,767,bmo,0.13,--,--,--,-3.27%
2017-11-29,PNNT,Pennantpark Inv...,426,amc,0.19,--,--,--,-2.70%
2017-11-29,DSNY,Destiny Media T...,12,amc,0.0,--,--,--,4.71%
2017-11-29,OLNCF,Omni-lite Indus...,9,--,0.04,--,--,--,--
