,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-10-23,VZ,Verizon Communi...,"241,153",bmo,1.19,1.22,0.03,+2.52% ,4.06%
2018-10-23,CAT,Caterpillar Inc...,"77,483",bmo,2.83,2.86,0.03,+1.06% ,-7.56%
2018-10-23,LMT,Lockheed Martin...,"104,517",bmo,4.32,5.14,0.82,+18.98% ,-1.66%
2018-10-23,MCD,Mcdonald's Corp...,"161,294",bmo,1.98,2.1,0.12,+6.06% ,6.31%
2018-10-23,ILMN,"Illumina, Inc.","55,600",amc,1.25,1.52,0.27,+21.60% ,-7.74%
2018-10-23,MMM,3m Company,"99,145",bmo,2.7,2.58,-0.12,-4.44% ,-4.38%
2018-10-23,TXN,Texas Instrumen...,"108,597",amc,1.53,1.58,0.05,+3.27% ,-8.22%
2018-10-23,UTX,United Technolo...,"114,288",bmo,1.81,1.93,0.12,+6.63% ,2.86%
2018-10-23,CNC,Centene Corpora...,"21,280",bmo,0.89,0.9,0.01,+1.12% ,-4.91%
2018-10-23,NEE,"Nextera Energy,...","99,671",bmo,2.17,2.18,0.01,+0.46% ,-1.18%
2018-10-23,BIIB,Biogen Inc.,"45,420",bmo,6.8,7.4,0.6,+8.82% ,0.19%
2018-10-23,COF,Capital One Fin...,"43,456",amc,2.89,3.12,0.23,+7.96% ,-1.36%
2018-10-23,GLW,Corning Incorpo...,"26,376",bmo,0.48,0.51,0.03,+6.25% ,1.88%
2018-10-23,IRBT,Irobot Corporat...,"2,534",amc,0.44,1.12,0.68,+154.55% ,-12.34%
2018-10-23,ARCH,Arch Coal Inc.,"1,530",bmo,3.02,6.33,3.31,+109.60% ,0.71%
2018-10-23,RF,Regions Financi...,"15,411",bmo,0.36,0.32,-0.04,-11.11% ,-0.67%
2018-10-23,PCAR,Paccar Inc.,"24,462",bmo,1.5,1.55,0.05,+3.33% ,-5.12%
2018-10-23,EW,Edwards Lifesci...,"39,261",amc,1.01,1.07,0.06,+5.94% ,-5.35%
2018-10-23,RRC,Range Resources...,"1,580",amc,0.18,0.26,0.08,+44.44% ,-4.55%
2018-10-23,XRX,Xerox Corporati...,"8,185",bmo,0.77,0.85,0.08,+10.39% ,0.95%
2018-10-23,HBAN,Huntington Banc...,"14,566",bmo,0.32,0.33,0.01,+3.13% ,1.24%
2018-10-23,JBLU,Jetblue Airways...,"5,775",bmo,0.42,0.43,0.01,+2.38% ,0.36%
2018-10-23,FITB,Fifth Third Ban...,"20,820",bmo,0.63,0.64,0.01,+1.59% ,2.44%
2018-10-23,ABG,Asbury Automoti...,"1,628",bmo,1.85,2.21,0.36,+19.46% ,11.22%
2018-10-23,HA,Hawaiian Holdin...,"1,345",amc,1.73,1.91,0.18,+10.40% ,-7.60%
