,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2017-08-07,TWLO,Twilio Inc.,"17,711",amc,-0.11,--,--,--,9.99%
2017-08-07,ONDK,On Deck Capital...,307,bmo,-0.03,--,--,--,18.48%
2017-08-07,GWPH,Gw Pharmaceutic...,"5,188",amc,-1.73,--,--,--,-6.52%
2017-08-07,ALB,Albemarle Corpo...,"7,471",amc,1.11,--,--,--,-6.23%
2017-08-07,GNL,Global Net Leas...,"1,687",amc,0.56,--,--,--,-0.37%
2017-08-07,TWO,Two Harbors Inv...,"3,484",amc,0.52,--,--,--,1.02%
2017-08-07,CAPL,Crossamerica Pa...,564,amc,0.08,--,--,--,-2.37%
2017-08-07,LGND,Ligand Pharmace...,"2,300",amc,0.4,--,--,--,5.86%
2017-08-07,BSM,Black Stone Min...,"3,150",amc,0.18,--,--,--,-0.42%
2017-08-07,APLE,Apple Hospitali...,"3,539",amc,0.52,--,--,--,-1.76%
2017-08-07,PAA,Plains All Amer...,"17,945",amc,0.26,--,--,--,-19.37%
2017-08-07,III,Information Ser...,147,bmo,0.08,--,--,--,-13.81%
2017-08-07,TSN,"Tyson Foods, In...","30,160",bmo,1.28,--,--,--,5.69%
2017-08-07,INSG,Inseego Corp.,383,amc,-0.11,--,--,--,3.60%
2017-08-07,MAR,Marriott Intern...,"47,288",amc,1.02,--,--,--,-2.09%
2017-08-07,FDC,First Data Corp...,"26,594",bmo,0.4,--,--,--,-2.15%
2017-08-07,CSWC,Capital Southwe...,373,amc,0.23,--,--,--,-0.60%
2017-08-07,CRNT,Ceragon Network...,206,bmo,0.07,--,--,--,2.24%
2017-08-07,RUN,Sunrun Inc.,"2,327",amc,0.2,--,--,--,-4.99%
2017-08-07,HZNP,Horizon Pharma...,"4,502",bmo,0.12,--,--,--,4.72%
2017-08-07,CBS,Cbs Corporation...,"19,494",amc,0.97,--,--,--,1.83%
2017-08-07,OTTR,Otter Tail Corp...,"2,097",amc,0.41,--,--,--,3.58%
2017-08-07,BAH,Booz Allen Hami...,"9,519",bmo,0.47,--,--,--,-3.52%
2017-08-07,KRO,Kronos Worldwid...,"1,769",amc,0.42,--,--,--,-10.38%
2017-08-07,PRAH,Pra Health Scie...,"6,478",amc,0.74,--,--,--,6.61%
