,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2017-07-27,AMZN,"Amazon.com, Inc...","956,556",amc,1.4,--,--,--,-2.48%
2017-07-27,INTC,Intel Corporati...,"215,254",amc,0.68,--,--,--,0.97%
2017-07-27,TWTR,"Twitter, Inc.","27,863",bmo,0.05,--,--,--,-14.13%
2017-07-27,VZ,Verizon Communi...,"241,153",bmo,0.96,--,--,--,7.68%
2017-07-27,MA,Mastercard Inco...,"277,997",bmo,1.04,--,--,--,-1.57%
2017-07-27,BMY,Bristol-myers S...,"75,063",bmo,0.73,--,--,--,-3.11%
2017-07-27,MO,"Altria Group, I...","91,263",bmo,0.86,--,--,--,3.11%
2017-07-27,SBUX,Starbucks Corpo...,"106,331",amc,0.55,--,--,--,-9.24%
2017-07-27,CELG,Celgene Corpora...,"66,083",bmo,1.77,--,--,--,-2.61%
2017-07-27,PG,Procter & Gambl...,"283,818",bmo,0.78,--,--,--,1.55%
2017-07-27,WDC,Western Digital...,"14,216",amc,2.83,--,--,--,-7.54%
2017-07-27,RTN,Raytheon Compan...,"48,600",bmo,1.74,--,--,--,0.38%
2017-07-27,ALGN,Align Technolog...,"21,865",amc,0.73,--,--,--,10.05%
2017-07-27,ABMD,"Abiomed, Inc.","11,840",bmo,0.42,--,--,--,-1.45%
2017-07-27,BIDU,"Baidu, Inc.","40,625",amc,1.42,--,--,--,9.45%
2017-07-27,VLO,Valero Energy C...,"34,147",bmo,1.08,--,--,--,-0.59%
2017-07-27,RDS.A,Royal Dutch She...,"263,038",bmo,0.75,--,--,--,1.39%
2017-07-27,MPC,Marathon Petrol...,"36,358",bmo,1.04,--,--,--,0.88%
2017-07-27,UPS,United Parcel S...,"88,158",bmo,1.46,--,--,--,-4.01%
2017-07-27,PCG,Pacific Gas & E...,"11,532",bmo,0.79,--,--,--,-0.52%
2017-07-27,CY,Cypress Semicon...,"8,150",amc,0.16,--,--,--,0.14%
2017-07-27,EA,Electronic Arts...,"27,766",amc,0.28,--,--,--,0.55%
2017-07-27,COP,Conocophillips,"67,698",bmo,-0.02,--,--,--,2.20%
2017-07-27,CMCSA,Comcast Corpora...,"196,427",bmo,0.48,--,--,--,0.20%
2017-07-27,NOK,Nokia Corporati...,"28,516",bmo,0.04,--,--,--,3.24%
