,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2019-05-02,GILD,Gilead Sciences...,"82,919",amc,1.62,1.76,+0.14 ,+8.64% ,2.80%
2019-05-02,ATVI,Activision Bliz...,"34,578",amc,0.25,0.31,+0.06 ,+24.00% ,-4.84%
2019-05-02,ABMD,"Abiomed, Inc.","11,795",bmo,1.07,1.07,0.00 ,0.00% ,-4.44%
2019-05-02,ANET,Arista Networks...,"21,664",amc,2.07,2.31,+0.24 ,+11.59% ,-10.44%
2019-05-02,ARCB,Arcbest Corpora...,673,amc,0.3,0.17,-0.13 ,-43.33% ,-0.95%
2019-05-02,RDS.A,Royal Dutch She...,"259,210",bmo,1.05,1.3,+0.25 ,+23.81% ,1.56%
2019-05-02,ONDK,On Deck Capital...,301,bmo,0.11,0.1,-0.01 ,-9.09% ,-15.78%
2019-05-02,PCG,Pacific Gas & E...,"9,415",bmo,0.9,1.04,+0.14 ,+15.56% ,-3.41%
2019-05-02,CI,Cigna Corporati...,"65,908",bmo,3.74,3.9,+0.16 ,+4.28% ,-2.33%
2019-05-02,FTNT,"Fortinet, Inc.","14,918",amc,0.38,0.46,+0.08 ,+21.05% ,-6.06%
2019-05-02,SWKS,Skyworks Soluti...,"14,043",amc,1.43,1.47,+0.04 ,+2.80% ,-3.51%
2019-05-02,TEVA,Teva Pharmaceut...,"8,044",bmo,0.58,0.6,+0.02 ,+3.45% ,-2.17%
2019-05-02,X,United States S...,"2,598",amc,0.17,0.47,+0.30 ,+176.47% ,17.30%
2019-05-02,PPL,Ppl Corporation...,"21,775",bmo,0.73,0.7,-0.03 ,-4.11% ,-1.13%
2019-05-02,UAA,"Under Armour, I...","12,156",bmo,0.0,0.05,--,--,3.54%
2019-05-02,CC,The Chemours Co...,"3,084",amc,0.93,0.63,-0.30 ,-32.26% ,0.03%
2019-05-02,PBR,Petroleo Brasil...,"104,288",amc,0.22,0.16,-0.06 ,-27.27% ,0.67%
2019-05-02,NVAX,"Novavax, Inc.",108,amc,-2.4,-2.2,+0.20 ,+8.33% ,-10.28%
2019-05-02,UPLD,Upland Software...,"1,003",amc,0.52,0.53,+0.01 ,+1.92% ,1.09%
2019-05-02,UNT,Unit Corporatio...,421,bmo,0.17,0.09,-0.08 ,-47.06% ,-8.75%
2019-05-02,EOG,"Eog Resources,...","50,511",amc,1.03,1.19,+0.16 ,+15.53% ,1.94%
2019-05-02,MPW,Medical Propert...,"6,902",bmo,0.32,0.2,-0.12 ,-37.50% ,1.26%
2019-05-02,PLNT,"Planet Fitness,...","6,903",amc,0.34,0.35,+0.01 ,+2.94% ,-3.56%
2019-05-02,EXC,Exelon Corporat...,"46,188",bmo,0.87,0.87,0.00 ,0.00% ,-1.11%
2019-05-02,HBI,Hanesbrands Inc...,"5,975",bmo,0.25,0.27,+0.02 ,+8.00% ,-5.02%
