,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-06-05,YY,Yy Inc.,"4,449",amc,1.56,1.72,+0.16 ,+10.26% ,-13.46%
2018-06-05,OLLI,Ollie's Bargain...,"5,380",amc,0.36,0.41,+0.05 ,+13.89% ,-0.66%
2018-06-05,GIII,G-iii Apparel G...,"1,418",bmo,-0.04,0.22,+0.26 ,+650.00% ,10.84%
2018-06-05,AMBA,"Ambarella, Inc....","1,457",amc,0.09,0.13,+0.04 ,+44.44% ,-12.94%
2018-06-05,KNOP,Knot Offshore P...,640,bmo,0.52,0.94,+0.42 ,+80.77% ,-0.71%
2018-06-05,HDS,Hd Supply Holdi...,"6,825",bmo,0.63,0.70,+0.07 ,+11.11% ,4.15%
2018-06-05,NAV,Navistar Intern...,"3,357",bmo,0.28,0.55,+0.27 ,+96.43% ,-0.42%
2018-06-05,DLTH,Duluth Holdings...,409,bmo,-0.05,-0.02,+0.03 ,+60.00% ,-2.20%
2018-06-05,GWRE,Guidewire Softw...,"8,362",amc,-0.01,0.05,+0.06 ,+600.00% ,-1.09%
2018-06-05,GCO,Genesco Inc.,704,bmo,-0.06,-0.06,0.00 ,0.00% ,-9.00%
2018-06-05,RICOY,Ricoh Co.,"7,394",--,-2.38,-1.94,+0.44 ,+18.49% ,--
2018-06-05,MLAB,Mesa Laboratori...,940,--,2.06,2.23,+0.17 ,+8.25% ,--
2018-06-05,SMMT,Summit Therapeu...,18,bmo,-0.76,-0.55,+0.21 ,+27.63% ,-2.50%
2018-06-05,FRAN,Francesca's Hol...,15,bmo,-1.32,--,--,--,8.21%
