,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-06-27,GIS,"General Mills,...","32,614",bmo,0.73,0.79,+0.06 ,+8.22% ,-0.72%
2018-06-27,RAD,Rite Aid Corpor...,490,amc,0.0,-0.20,--,--,-11.11%
2018-06-27,BBBY,Bed Bath & Beyo...,"1,471",amc,0.31,0.32,+0.01 ,+3.23% ,-3.82%
2018-06-27,CAG,Conagra Brands...,"13,635",bmo,0.43,0.50,+0.07 ,+16.28% ,-7.27%
2018-06-27,PAYX,"Paychex, Inc.","30,634",bmo,0.61,0.61,0.00 ,0.00% ,-3.06%
2018-06-27,PIR,"Pier 1 Imports,...",27,amc,-8.0,-7.20,+0.80 ,+10.00% ,-19.00%
2018-06-27,UNF,Unifirst Corpor...,"3,637",bmo,1.56,1.58,+0.02 ,+1.28% ,-1.49%
2018-06-27,FUL,H. B. Fuller Co...,"2,402",amc,0.86,0.89,+0.03 ,+3.49% ,-2.76%
2018-06-27,WOR,Worthington Ind...,"2,298",--,1.04,0.95,-0.09 ,-8.65% ,--
2018-06-27,PRGS,Progress Softwa...,"1,813",amc,0.54,0.60,+0.06 ,+11.11% ,17.61%
2018-06-27,NG,Novagold Resour...,"1,809",amc,-0.02,-0.03,-0.01 ,-50.00% ,0.23%
2018-06-27,IRET,Investors Real...,711,amc,0.9,--,--,--,-2.74%
2018-06-27,FC,Franklin Covey...,475,amc,-0.23,-0.18,+0.05 ,+21.74% ,-4.90%
2018-06-27,CAMP,Calamp Corp.,380,amc,0.28,0.29,+0.01 ,+3.57% ,6.50%
2018-06-27,EROS,Eros Internatio...,128,bmo,0.15,--,--,--,6.82%
