,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2019-03-26,CRON,Cronos Group In...,"5,032",bmo,-0.02,--,--,--,-1.41%
2019-03-26,AEZS,Aeterna Zentari...,41,amc,-0.19,-0.31,-0.12 ,-63.16% ,-2.17%
2019-03-26,SCVL,"Shoe Carnival,...",395,amc,0.06,0.09,+0.03 ,+50.00% ,22.38%
2019-03-26,MKC,Mccormick & Com...,"21,038",bmo,1.06,1.12,+0.06 ,+5.66% ,0.99%
2019-03-26,OLLI,Ollie's Bargain...,"5,509",amc,0.70,0.71,+0.01 ,+1.43% ,2.28%
2019-03-26,CCL,Carnival Corpor...,"23,761",bmo,0.44,0.49,+0.05 ,+11.36% ,-8.72%
2019-03-26,CONN,"Conn's, Inc.",605,bmo,0.77,0.96,+0.19 ,+24.68% ,3.27%
2019-03-26,KBH,Kb Home,"2,350",amc,0.27,0.31,+0.04 ,+14.81% ,2.70%
2019-03-26,INFO,Ihs Markit Ltd....,"26,089",bmo,0.57,0.60,+0.03 ,+5.26% ,-1.97%
2019-03-26,FDS,Factset Researc...,"10,704",bmo,2.34,2.42,+0.08 ,+3.42% ,5.45%
2019-03-26,NEOG,Neogen Corporat...,"3,334",bmo,0.27,--,--,--,-8.31%
2019-03-26,MGTX,Meiragtx Holdin...,901,--,-0.67,-0.58,+0.09 ,+13.43% ,--
2019-03-26,VEGPF,Vectura Group P...,663,bmo,--,--,--,--,0.00%
2019-03-26,WEI,Weidai Ltd. Spo...,590,bmo,0.32,0.23,-0.09 ,-28.13% ,-0.55%
2019-03-26,PHAS,Phasebio Pharma...,246,amc,-0.29,--,--,--,-7.47%
2019-03-26,KZR,Kezar Life Scie...,111,--,-0.49,--,--,--,--
2019-03-26,ORN,Orion Group Hol...,102,bmo,-0.10,-0.28,-0.18 ,-180.00% ,-6.90%
2019-03-26,PFMT,Performant Fina...,70,amc,-0.06,-0.01,+0.05 ,+83.33% ,4.81%
2019-03-26,POLA,"Polar Power, In...",47,amc,0.05,0.00,-0.05 ,-100.00% ,-7.03%
2019-03-26,SNGX,Soligenix Inc.,19,--,-0.13,-0.18,-0.05 ,-38.46% ,--
2019-03-26,ONTX,Onconova Therap...,14,bmo,-1.09,-0.85,+0.24 ,+22.02% ,-10.41%
