,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-03-02,JD,"Jd.com, Inc.","37,360",bmo,0.09,--,--,--,-5.22%
2018-03-02,FL,"Foot Locker, In...","4,614",bmo,1.25,--,--,--,-12.73%
2018-03-02,JCP,J. C. Penney Co...,368,bmo,0.45,--,--,--,-5.36%
2018-03-02,ZEUS,"Olympic Steel,...",146,bmo,0.11,--,--,--,-10.57%
2018-03-02,OFS,Ofs Capital Cor...,164,bmo,0.32,--,--,--,0.80%
2018-03-02,HCMLY,Holcim Ltd.,"28,899",--,0.15,0.09,-0.06 ,-40.00% ,--
2018-03-02,RETA,Reata Pharmaceu...,"2,700",--,-0.58,--,--,--,--
2018-03-02,WHF,Whitehorse Fina...,287,bmo,0.33,--,--,--,6.01%
2018-03-02,SLCT,"Select Bancorp,...",222,--,0.19,--,--,--,--
2018-03-02,KVHI,"Kvh Industries,...",193,bmo,0.19,--,--,--,2.44%
2018-03-02,URG,Ur Energy Inc,149,--,-0.02,--,--,--,--
2018-03-02,EYEG,Eyegate Pharmac...,11,--,-0.25,--,--,--,--
