,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2017-11-13,JD,"Jd.com, Inc.","37,360",bmo,0.1,--,--,--,3.45%
2017-11-13,TSN,"Tyson Foods, In...","30,160",bmo,1.38,--,--,--,1.96%
2017-11-13,ACM,Aecom,"5,867",bmo,0.71,--,--,--,0.11%
2017-11-13,LUNA,Luna Innovation...,129,amc,0.01,--,--,--,12.74%
2017-11-13,ASUR,Asure Software...,148,bmo,0.14,--,--,--,12.97%
2017-11-13,PTN,Palatin Technol...,222,bmo,0.06,--,--,--,-6.13%
2017-11-13,WOW,"Wideopenwest, I...",665,amc,0.12,--,--,--,-11.59%
2017-11-13,MAG,Mag Silver Corp...,893,--,-0.02,--,--,--,--
2017-11-13,BGNE,"Beigene, Ltd.","5,966",--,-1.43,--,--,--,--
2017-11-13,DHT,"Dht Holdings, I...",859,amc,-0.1,--,--,--,-2.58%
2017-11-13,SWCH,"Switch, Inc.","3,285",amc,0.07,--,--,--,-5.39%
2017-11-13,RETA,Reata Pharmaceu...,"2,700",--,-0.42,--,--,--,--
2017-11-13,PQG,Pq Group Holdin...,"2,238",amc,0.08,--,--,--,1.68%
2017-11-13,FPH,Five Point Hold...,"1,192",amc,0.11,--,--,--,3.20%
2017-11-13,HOLI,Hollysys Automa...,"1,143",amc,0.32,--,--,--,10.61%
2017-11-13,VRAY,"Viewray, Inc.",843,bmo,-0.14,--,--,--,-4.23%
2017-11-13,CLLS,Cellectis S.a.,673,--,-0.57,--,--,--,--
2017-11-13,ACIU,Ac Immune  Sa,363,--,-0.19,--,--,--,--
2017-11-13,CLXT,"Calyxt, Inc.",354,--,-0.16,--,--,--,--
2017-11-13,TEUM,Pareteum Corp.,317,amc,-0.17,--,--,--,-5.00%
2017-11-13,ALSWF,Absolute Softwa...,255,--,0.0,--,--,--,--
2017-11-13,KMDA,Kamada Ltd.,230,bmo,0.01,--,--,--,4.49%
2017-11-13,SYBX,"Synlogic, Inc.",228,--,-0.5,--,--,--,--
2017-11-13,MBII,Marrone Bio Inn...,161,amc,-0.24,--,--,--,24.10%
2017-11-13,JNCE,Jounce Therapeu...,151,bmo,-0.25,--,--,--,0.27%
