,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-09-27,RAD,Rite Aid Corpor...,490,bmo,-0.20,-0.20,0.00 ,0.00% ,-2.34%
2018-09-27,MKC,Mccormick & Com...,"21,395",bmo,1.28,1.28,0.00 ,0.00% ,-1.23%
2018-09-27,ACN,Accenture Plc,"128,607",bmo,1.55,1.58,+0.03 ,+1.94% ,-1.69%
2018-09-27,CAG,Conagra Brands...,"13,635",bmo,0.49,0.47,-0.02 ,-4.08% ,-8.54%
2018-09-27,CCL,Carnival Corpor...,"24,720",bmo,2.31,2.36,+0.05 ,+2.16% ,-4.84%
2018-09-27,FGP,Ferrellgas Part...,99,bmo,-0.41,-0.63,-0.22 ,-53.66% ,-16.30%
2018-09-27,CMD,Cantel Medical...,"3,303",bmo,0.62,0.62,0.00 ,0.00% ,-3.29%
2018-09-27,PRGS,Progress Softwa...,"1,813",amc,0.58,0.60,+0.02 ,+3.45% ,-17.06%
2018-09-27,SCHL,Scholastic Corp...,"1,163",bmo,-1.93,-1.74,+0.19 ,+9.84% ,9.31%
2018-09-27,ANGO,"Angiodynamics,...",760,bmo,0.18,0.16,-0.02 ,-11.11% ,-10.85%
2018-09-27,CAMP,Calamp Corp.,380,amc,0.28,0.31,+0.03 ,+10.71% ,7.54%
2018-09-27,BSET,Bassett Furnitu...,135,--,0.39,0.28,-0.11 ,-28.21% ,--
2018-09-27,PSTI,Pluristem Thera...,86,--,-0.09,-0.09,0.00 ,0.00% ,--
2018-09-27,CCCL,China Ceramics...,6,bmo,--,--,--,--,2.21%
