,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2017-10-20,GE,General Electri...,"91,568",bmo,0.49,--,--,--,1.06%
2017-10-20,PG,Procter & Gambl...,"283,818",bmo,1.07,--,--,--,-3.65%
2017-10-20,ERIC,Ericsson,"31,340",bmo,0.01,--,--,--,9.32%
2017-10-20,SLB,Schlumberger Li...,"54,809",bmo,0.42,--,--,--,-2.09%
2017-10-20,HON,Honeywell Inter...,"128,512",bmo,1.74,--,--,--,1.20%
2017-10-20,CLF,Cleveland-cliff...,"3,072",bmo,0.3,--,--,--,-5.65%
2017-10-20,SYF,Synchrony Finan...,"24,547",bmo,0.64,--,--,--,4.19%
2017-10-20,CFG,Citizens Financ...,"16,450",bmo,0.64,--,--,--,2.40%
2017-10-20,STI,"Suntrust Banks,...","28,387",bmo,1.06,--,--,--,1.54%
2017-10-20,BHGE,"Baker Hughes, A...","25,461",bmo,0.12,--,--,--,0.33%
2017-10-20,AIMC,Altra Industria...,"2,209",bmo,0.46,--,--,--,-1.93%
2017-10-20,KSU,Kansas City Sou...,"12,366",bmo,1.32,--,--,--,1.36%
2017-10-20,GNTX,Gentex Corporat...,"6,231",bmo,0.31,--,--,--,-6.20%
2017-10-20,VLVLY,Ab Volvo,"31,663",bmo,0.27,--,--,--,6.51%
2017-10-20,ASAZY,Assa Abloy Ab,"25,033",--,0.12,--,--,--,--
2017-10-20,MAN,Manpowergroup I...,"5,753",bmo,1.96,--,--,--,0.04%
2017-10-20,MINI,"Mobile Mini, In...","1,364",bmo,0.33,--,--,--,2.12%
2017-10-20,RBCAA,Republic Bancor...,"1,078",bmo,0.46,--,--,--,3.49%
2017-10-20,BLX,Banco Latinoame...,825,--,0.56,--,--,--,--
2017-10-20,BOCH,Bank Of Commerc...,195,--,0.16,--,--,--,--
2017-10-20,ICBK,"County Bancorp,...",118,--,0.39,--,--,--,--
2017-10-20,ACU,Acme United Cor...,72,bmo,0.52,--,--,--,4.03%
