,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2017-08-02,SQ,"Square, Inc.","31,431",amc,-0.04,--,--,--,-4.69%
2017-08-02,TSLA,"Tesla, Inc.","40,494",amc,-1.94,--,--,--,6.51%
2017-08-02,CTL,"Centurylink, In...","12,833",amc,0.49,--,--,--,-5.48%
2017-08-02,KEM,Kemet Corporati...,"1,123",bmo,0.2,--,--,--,-2.17%
2017-08-02,SO,Southern Compan...,"58,631",bmo,0.71,--,--,--,2.58%
2017-08-02,D,Dominion Energy...,"62,504",bmo,0.66,--,--,--,0.72%
2017-08-02,AMRN,Amarin Corporat...,"7,659",bmo,-0.06,--,--,--,2.24%
2017-08-02,EXEL,"Exelixis, Inc.","6,373",amc,0.03,--,--,--,-3.45%
2017-08-02,CF,Cf Industries H...,"10,236",amc,-0.08,--,--,--,6.93%
2017-08-02,MOH,Molina Healthca...,"8,990",amc,0.86,--,--,--,-5.92%
2017-08-02,TTWO,Take-two Intera...,"13,193",amc,0.2,--,--,--,12.22%
2017-08-02,NLY,Annaly Capital...,"13,368",amc,0.3,--,--,--,-0.16%
2017-08-02,OXY,Occidental Petr...,"36,855",amc,0.12,--,--,--,0.29%
2017-08-02,AYX,"Alteryx, Inc.","7,253",amc,-0.14,--,--,--,15.27%
2017-08-02,MET,"Metlife, Inc.","48,184",amc,1.28,--,--,--,-3.57%
2017-08-02,ARCC,Ares Capital Co...,"7,725",bmo,0.36,--,--,--,0.24%
2017-08-02,NOA,North American...,265,amc,-0.16,--,--,--,-4.76%
2017-08-02,MIC,Macquarie Infra...,"3,540",amc,0.5,--,--,--,0.08%
2017-08-02,LADR,Ladder Capital...,"2,024",amc,0.35,--,--,--,2.95%
2017-08-02,MRO,Marathon Oil Co...,"11,255",amc,-0.14,--,--,--,3.90%
2017-08-02,CC,The Chemours Co...,"3,484",amc,0.9,--,--,--,-1.71%
2017-08-02,PRU,Prudential Fina...,"41,712",amc,2.7,--,--,--,-4.30%
2017-08-02,XPO,"Xpo Logistics,...","5,215",amc,0.59,--,--,--,-1.41%
2017-08-02,TDOC,"Teladoc, Inc.","4,889",amc,-0.26,--,--,--,-1.63%
2017-08-02,SYMC,Symantec Corpor...,"15,455",amc,0.3,--,--,--,-2.07%
