,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-08-13,NXNN,Nexeon Medsyste...,7,--,-0.7,--,--,--,--
2018-08-13,YY,Yy Inc.,"4,449",amc,1.81,2.03,+0.22 ,+12.15% ,-13.72%
2018-08-13,VIPS,Vipshop Holding...,"5,727",amc,0.15,0.13,-0.02 ,-13.33% ,-16.20%
2018-08-13,SYY,Sysco Corporati...,"36,878",bmo,0.94,0.94,0.00 ,0.00% ,6.24%
2018-08-13,AG,First Majestic...,"1,572",amc,-0.02,-0.07,-0.05 ,-250.00% ,2.37%
2018-08-13,TERP,Terraform Power...,"3,045",amc,-0.13,-0.13,0.00 ,0.00% ,1.04%
2018-08-13,JKS,Jinkosolar Hold...,661,bmo,0.53,0.41,-0.12 ,-22.64% ,-12.25%
2018-08-13,OGEN,"Oragenics, Inc....",22,--,-0.41,-0.38,+0.03 ,+7.32% ,--
2018-08-13,TSG,Amaya Inc.,"4,871",bmo,0.53,0.60,+0.07 ,+13.21% ,-10.82%
2018-08-13,KOOL,Cesca Therapeut...,8,amc,-1.2,0.40,+1.60 ,+133.33% ,-16.18%
2018-08-13,VERI,"Veritone, Inc.",166,amc,-0.85,-0.88,-0.03 ,-3.53% ,-22.15%
2018-08-13,EQH,Axa Equitable H...,"10,722",--,0.86,--,--,--,--
2018-08-13,SWCH,"Switch, Inc.","3,285",amc,0.03,--,--,--,-22.39%
2018-08-13,PAM,Pampa Energia S...,"2,470",--,-1.14,-2.84,-1.70 ,-149.12% ,--
2018-08-13,CNNE,Fidelity Nation...,"2,106",bmo,0.02,-0.26,-0.28 ,"-1,400.00% ",-3.71%
2018-08-13,FPH,Five Point Hold...,"1,192",amc,-0.01,-0.08,-0.07 ,-700.00% ,-0.54%
2018-08-13,FIXX,Homology Medici...,795,--,-0.34,--,--,--,--
2018-08-13,EXPI,Exp World Holdi...,641,--,-0.1,-0.03,+0.07 ,+70.00% ,--
2018-08-13,NINE,Nine Energy Ser...,490,bmo,0.38,--,--,--,-1.56%
2018-08-13,ALSWF,Absolute Softwa...,255,amc,0.02,--,--,--,1.20%
2018-08-13,SMTS,Sierra Metals I...,215,amc,0.07,0.08,+0.01 ,+14.29% ,0.40%
2018-08-13,INSE,Inspired Entert...,205,amc,-0.19,-0.19,0.00 ,0.00% ,-11.01%
2018-08-13,USAS,Americas Silver...,183,--,0.04,0.03,-0.01 ,-25.00% ,--
2018-08-13,MBIO,"Mustang Bio, In...",141,--,-0.25,-0.19,+0.06 ,+24.00% ,--
2018-08-13,AXU,Alexco Resource...,136,amc,-0.02,-0.02,0.00 ,0.00% ,0.00%
