,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,OHI,Omega Healthcar...,"7,536",amc,0.76,0.73,-0.03 ,-3.95% ,-6.11%
1,MOH,Molina Healthca...,"8,790",amc,1.52,3.88,+2.36 ,+155.26% ,-5.62%
2,NSP,"Insperity, Inc....","5,583",bmo,0.65,0.69,+0.04 ,+6.15% ,19.00%
3,RNG,"Ringcentral, In...","9,915",amc,0.18,0.23,+0.05 ,+27.78% ,6.05%
4,FMC,Fmc Corporation...,"10,976",amc,1.65,1.69,+0.04 ,+2.42% ,-2.95%
5,GFN,General Finance...,226,bmo,0.11,0.14,+0.03 ,+27.27% ,14.74%
6,MCY,Mercury General...,"3,494",bmo,0.74,-0.26,-1.00 ,-135.14% ,-7.00%
7,CHGG,"Chegg, Inc.","5,137",amc,0.21,0.25,+0.04 ,+19.05% ,7.64%
8,NGL,Ngl Energy Part...,"1,895",bmo,0.11,0.64,+0.53 ,+481.82% ,5.80%
9,MGI,Moneygram Inter...,124,amc,0.10,0.01,-0.09 ,-90.00% ,-8.17%
10,VECO,Veeco Instrumen...,574,amc,-0.17,-0.16,+0.01 ,+5.88% ,2.55%
11,BRX,Brixmor Propert...,"5,286",amc,0.43,0.40,-0.03 ,-6.98% ,-1.12%
12,AMKR,Amkor Technolog...,"1,826",amc,0.08,0.12,+0.04 ,+50.00% ,5.19%
13,QSR,Restaurant Bran...,"18,697",bmo,0.67,0.68,+0.01 ,+1.49% ,1.63%
14,DO,Diamond Offshor...,"1,093",bmo,-0.40,-0.42,-0.02 ,-5.00% ,-7.22%
15,LTHM,Livent Corporat...,"1,021",amc,0.23,--,--,--,-4.34%
16,BRKR,Bruker Corporat...,"7,582",amc,0.54,0.54,0.00 ,0.00% ,5.77%
17,BHF,Brighthouse Fin...,"4,350",amc,1.74,1.56,-0.18 ,-10.34% ,13.95%
18,CMP,Compass Mineral...,"1,884",amc,1.80,1.41,-0.39 ,-21.67% ,0.42%
19,L,Loews Corporati...,"16,415",bmo,0.53,0.36,-0.17 ,-32.08% ,-6.13%
20,TYME,Tyme Technologi...,138,--,-0.08,-0.08,0.00 ,0.00% ,--
21,SBLK,Star Bulk Carri...,983,amc,0.25,0.33,+0.08 ,+32.00% ,2.50%
22,CNA,Cna Financial C...,"12,925",bmo,0.81,-0.08,-0.89 ,-109.88% ,-7.78%
23,STE,Steris Plc,"12,366",bmo,1.26,1.26,0.00 ,0.00% ,1.07%
24,VNO,Vornado Realty...,"12,197",amc,0.97,0.90,-0.07 ,-7.22% ,-2.10%
