,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2017-10-25,BA,The Boeing Comp...,"200,218",bmo,2.65,--,--,--,-2.85%
2017-10-25,V,Visa Inc.,"352,625",bmo,0.85,--,--,--,1.00%
2017-10-25,KO,Coca-cola Compa...,"222,307",bmo,0.49,--,--,--,-0.28%
2017-10-25,AMGN,Amgen Inc.,"113,411",amc,3.09,--,--,--,-0.55%
2017-10-25,WBA,Walgreens Boots...,"49,844",bmo,1.22,--,--,--,3.08%
2017-10-25,NOC,Northrop Grumma...,"55,219",bmo,2.92,--,--,--,3.65%
2017-10-25,XLNX,"Xilinx, Inc.","29,145",amc,0.62,--,--,--,-0.13%
2017-10-25,O,Realty Income C...,"22,150",amc,0.76,--,--,--,-1.89%
2017-10-25,GSK,Glaxosmithkline...,"101,332",--,0.84,--,--,--,--
2017-10-25,IP,International P...,"17,431",bmo,1.04,--,--,--,-1.16%
2017-10-25,NOW,"Servicenow, Inc...","54,640",amc,0.32,--,--,--,1.22%
2017-10-25,AGNC,Agnc Investment...,"9,119",amc,0.63,--,--,--,-4.24%
2017-10-25,ANTM,"Anthem, Inc.","73,059",bmo,2.41,--,--,--,5.36%
2017-10-25,SIRI,Sirius Xm Holdi...,"27,229",bmo,0.04,--,--,--,-2.80%
2017-10-25,FCX,Freeport-mcmora...,"16,378",bmo,0.29,--,--,--,-3.48%
2017-10-25,TMO,Thermo Fisher S...,"120,254",bmo,2.24,--,--,--,2.72%
2017-10-25,MEOH,Methanex Corpor...,"3,483",amc,0.55,--,--,--,-0.98%
2017-10-25,GD,General Dynamic...,"52,656",bmo,2.43,--,--,--,-2.28%
2017-10-25,GRUB,Grubhub Inc.,"7,099",bmo,0.24,--,--,--,11.18%
2017-10-25,VRTX,Vertex Pharmace...,"45,677",amc,0.37,--,--,--,-2.07%
2017-10-25,LVS,Las Vegas Sands...,"47,790",amc,0.67,--,--,--,-0.52%
2017-10-25,AVX,Avx Corporation...,"2,764",bmo,0.21,--,--,--,-2.04%
2017-10-25,ORLY,O'reilly Automo...,"30,261",amc,3.15,--,--,--,5.56%
2017-10-25,S,Sprint Corporat...,"28,799",bmo,-0.02,--,--,--,1.43%
2017-10-25,MLNX,Mellanox Techno...,"6,146",amc,0.64,--,--,--,-0.11%
