,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-08-02,ATVI,Activision Bliz...,"36,883",amc,0.36,0.41,0.05,+13.89% ,-3.70%
2018-08-02,WRK,Westrock Compan...,"9,786",bmo,1.05,1.09,0.04,+3.81% ,-2.99%
2018-08-02,ANET,Arista Networks...,"20,745",amc,1.72,1.93,0.21,+12.21% ,-5.26%
2018-08-02,INTT,Intest Corporat...,50,amc,0.23,0.34,0.11,+47.83% ,6.08%
2018-08-02,DUK,Duke Energy Cor...,"65,291",bmo,1.03,0.93,-0.1,-9.71% ,-0.74%
2018-08-02,CI,Cigna Corporati...,"62,019",bmo,3.33,3.89,0.56,+16.82% ,3.26%
2018-08-02,TTWO,Take-two Intera...,"13,193",amc,0.15,0.19,0.04,+26.67% ,8.98%
2018-08-02,TEVA,Teva Pharmaceut...,"9,630",bmo,0.67,0.78,0.11,+16.42% ,-9.47%
2018-08-02,ARC,Arc Document So...,95,amc,0.06,0.09,0.03,+50.00% ,8.37%
2018-08-02,CC,The Chemours Co...,"3,484",amc,1.53,1.71,0.18,+11.76% ,6.98%
2018-08-02,GHDX,"Genomic Health,...","2,165",amc,0.07,0.26,0.19,+271.43% ,-0.31%
2018-08-02,SYMC,Symantec Corpor...,"15,455",amc,0.33,0.34,0.01,+3.03% ,-7.81%
2018-08-02,ATH,Athene Holding...,"8,676",amc,1.27,1.48,0.21,+16.54% ,7.56%
2018-08-02,CCR,Consol Coal Res...,442,bmo,0.65,0.69,0.04,+6.15% ,3.99%
2018-08-02,EOG,"Eog Resources,...","51,399",amc,1.25,1.37,0.12,+9.60% ,-2.80%
2018-08-02,MED,Medifast Inc,"1,456",amc,1.0,1.16,0.16,+16.00% ,21.82%
2018-08-02,MPW,Medical Propert...,"7,214",bmo,0.36,0.36,0.0,0.00% ,-1.04%
2018-08-02,EXC,Exelon Corporat...,"47,771",bmo,0.61,0.71,0.1,+16.39% ,0.69%
2018-08-02,GTE,Gran Tierra Ene...,575,amc,0.06,0.05,-0.01,-16.67% ,0.00%
2018-08-02,BCS,Barclays Plc,"33,536",bmo,0.29,0.43,0.14,+48.28% ,-2.54%
2018-08-02,MSEX,Middlesex Water...,"1,026",--,0.38,0.52,0.14,+36.84% ,--
2018-08-02,GPRO,"Gopro, Inc.",853,amc,-0.22,-0.15,0.07,+31.82% ,17.70%
2018-08-02,BIP,Brookfield Infr...,"15,147",--,0.76,0.21,-0.55,-72.37% ,--
2018-08-02,CLX,The Clorox Comp...,"19,840",bmo,1.58,1.66,0.08,+5.06% ,6.17%
2018-08-02,MAIN,Main Street Cap...,"2,602",amc,0.62,0.66,0.04,+6.45% ,1.35%
