,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2019-05-30,COST,Costco Wholesal...,"123,805",amc,1.83,1.89,0.06,+3.28% ,-0.81%
2019-05-30,CSIQ,Canadian Solar...,"1,245",bmo,-0.44,-0.29,0.15,+34.09% ,9.72%
2019-05-30,OKTA,"Okta, Inc.","15,544",amc,-0.21,-0.19,0.02,+9.52% ,6.21%
2019-05-30,MRVL,Marvell Technol...,"17,142",amc,0.15,0.16,0.01,+6.67% ,0.50%
2019-05-30,ULTA,Ulta Beauty Inc...,"20,869",amc,3.06,3.08,0.02,+0.65% ,1.50%
2019-05-30,DG,Dollar General...,"36,496",bmo,1.39,1.48,0.09,+6.47% ,7.16%
2019-05-30,DLTR,"Dollar Tree, In...","25,706",bmo,1.15,1.14,-0.01,-0.87% ,3.14%
2019-05-30,BURL,Burlington Stor...,"11,943",bmo,1.26,1.26,0.0,0.00% ,6.87%
2019-05-30,DELL,Dell Technologi...,"40,814",amc,1.2,1.45,0.25,+20.83% ,-10.33%
2019-05-30,VMW,"Vmware, Inc.","73,453",amc,1.27,1.32,0.05,+3.94% ,-7.38%
2019-05-30,TITN,Titan Machinery...,447,bmo,-0.05,0.02,0.07,+140.00% ,16.51%
2019-05-30,TECD,Tech Data Corpo...,"3,642",bmo,1.98,2.04,0.06,+3.03% ,5.99%
2019-05-30,NTNX,Nutanix Inc.,"4,610",amc,-0.6,-0.56,0.04,+6.67% ,-14.08%
2019-05-30,ZS,"Zscaler, Inc.","10,390",amc,0.01,0.05,0.04,+400.00% ,-5.97%
2019-05-30,ZUO,"Zuora, Inc.","1,701",amc,-0.14,-0.11,0.03,+21.43% ,-29.70%
2019-05-30,EXPR,"Express, Inc.",165,bmo,-0.31,-0.15,0.16,+51.61% ,0.95%
2019-05-30,WSM,Williams-sonoma...,"5,444",amc,0.68,0.81,0.13,+19.12% ,13.39%
2019-05-30,GPS,"The Gap, Inc.","7,098",amc,0.31,0.24,-0.07,-22.58% ,-9.32%
2019-05-30,NGL,Ngl Energy Part...,"1,895",bmo,0.25,0.2,-0.05,-20.00% ,0.28%
2019-05-30,MOV,Movado Group In...,599,bmo,0.3,0.24,-0.06,-20.00% ,-7.16%
2019-05-30,BITA,Bitauto Holding...,810,bmo,0.15,0.25,0.1,+66.67% ,1.43%
2019-05-30,YEXT,Yext Inc.,"2,288",amc,-0.1,-0.05,0.05,+50.00% ,-3.97%
2019-05-30,JILL,"J.jill, Inc.",95,bmo,0.17,0.1,-0.07,-41.18% ,-53.46%
2019-05-30,COO,The Cooper Comp...,"16,406",amc,2.76,2.94,0.18,+6.52% ,3.96%
2019-05-30,UBER,Uber Technologi...,"73,214",amc,-2.32,-2.26,0.06,+2.59% ,1.53%
