,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-12-06,LULU,Lululemon Athle...,"23,868",amc,0.69,0.75,+0.06 ,+8.70% ,-13.37%
2018-12-06,AVGO,Broadcom Inc.,"112,519",amc,5.58,5.85,+0.27 ,+4.84% ,0.58%
2018-12-06,ULTA,Ulta Beauty Inc...,"20,165",amc,2.16,2.18,+0.02 ,+0.93% ,-13.13%
2018-12-06,KR,The Kroger Co.,"17,374",bmo,0.43,0.48,+0.05 ,+11.63% ,3.21%
2018-12-06,THO,Thor Industries...,"3,206",bmo,1.52,1.28,-0.24 ,-15.79% ,-6.17%
2018-12-06,PLCE,Children's Plac...,"1,586",bmo,3.08,3.07,-0.01 ,-0.32% ,-13.38%
2018-12-06,SIG,Signet Jewelers...,903,bmo,-1.08,-1.06,+0.02 ,+1.85% ,-18.05%
2018-12-06,CMTL,Comtech Telecom...,676,amc,-0.05,0.22,+0.27 ,+540.00% ,11.97%
2018-12-06,DOCU,Docusign Inc.,"9,065",amc,-0.02,--,--,--,-5.05%
2018-12-06,GIII,G-iii Apparel G...,"1,418",bmo,1.82,1.88,+0.06 ,+3.30% ,-14.35%
2018-12-06,UNFI,United Natural...,505,amc,0.74,0.55,-0.19 ,-25.68% ,-24.58%
2018-12-06,HOME,At Home Group I...,457,bmo,0.15,0.18,+0.03 ,+20.00% ,-14.60%
2018-12-06,FGP,Ferrellgas Part...,99,bmo,-0.44,-0.58,-0.14 ,-31.82% ,68.42%
2018-12-06,SCWX,Secureworks Cor...,"1,021",bmo,-0.05,0.06,+0.11 ,+220.00% ,-2.73%
2018-12-06,VRNT,Verint Systems...,"3,640",bmo,0.71,0.85,+0.14 ,+19.72% ,5.72%
2018-12-06,AOBC,American Outdoo...,499,amc,0.13,0.20,+0.07 ,+53.85% ,15.40%
2018-12-06,DOMO,"Domo, Inc.",777,amc,-1.38,--,--,--,30.52%
2018-12-06,MIK,The Michaels Co...,"1,261",bmo,0.44,0.48,+0.04 ,+9.09% ,-0.61%
2018-12-06,SAIC,Science Applica...,"5,205",amc,1.14,1.35,+0.21 ,+18.42% ,6.87%
2018-12-06,KFY,Korn/ferry Inte...,"2,207",bmo,0.8,0.85,+0.05 ,+6.25% ,-1.59%
2018-12-06,HRB,"H&r Block, Inc....","5,823",bmo,-0.92,-0.83,+0.09 ,+9.78% ,0.65%
2018-12-06,DLTH,Duluth Holdings...,409,bmo,-0.1,-0.10,0.00 ,0.00% ,-2.17%
2018-12-06,ZUMZ,Zumiez Inc.,667,amc,0.48,0.55,+0.07 ,+14.58% ,-4.88%
2018-12-06,FIZZ,National Bevera...,"2,121",--,0.92,0.88,-0.04 ,-4.35% ,--
2018-12-06,MEI,Methode Electro...,"1,052",bmo,0.67,0.75,+0.08 ,+11.94% ,-19.81%
