,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2017-09-07,CLDR,"Cloudera, Inc.","1,437",amc,-0.25,--,--,--,-1.96%
2017-09-07,OKTA,"Okta, Inc.","14,577",amc,-0.26,--,--,--,11.73%
2017-09-07,MCFT,Mastercraft Boa...,393,amc,0.33,--,--,--,-0.17%
2017-09-07,CONN,"Conn's, Inc.",569,bmo,-0.02,--,--,--,14.17%
2017-09-07,FCEL,Fuelcell Energy...,22,bmo,-2.76,--,--,--,1.33%
2017-09-07,MBUU,"Malibu Boats, I...",834,bmo,0.42,--,--,--,-0.82%
2017-09-07,FNSR,Finisar Corpora...,"2,781",amc,0.4,--,--,--,-4.73%
2017-09-07,TLRD,Tailored Brands...,288,amc,0.88,--,--,--,-7.37%
2017-09-07,AOBC,American Outdoo...,499,amc,0.11,--,--,--,-17.83%
2017-09-07,SAIC,Science Applica...,"5,205",amc,0.91,--,--,--,-18.22%
2017-09-07,ZUMZ,Zumiez Inc.,667,amc,-0.06,--,--,--,23.48%
2017-09-07,BKS,"Barnes & Noble,...",484,bmo,-0.14,--,--,--,-9.55%
2017-09-07,DCI,Donaldson Compa...,"6,360",bmo,0.53,--,--,--,-6.81%
2017-09-07,JW.A,John Wiley & So...,"2,614",bmo,0.53,--,--,--,-2.72%
2017-09-07,BRC,Brady Corporati...,"2,608",bmo,0.46,--,--,--,6.33%
2017-09-07,BV,Brightview Hold...,"1,983",amc,0.0,--,--,--,--
2017-09-07,RDFN,Redfin Corporat...,"1,618",amc,0.06,--,--,--,-4.97%
2017-09-07,REVG,"Rev Group, Inc....",877,amc,0.29,--,--,--,4.17%
2017-09-07,VISI,Volt Informatio...,95,amc,-0.28,--,--,--,-4.92%
2017-09-07,PSTI,Pluristem Thera...,86,--,-0.07,--,--,--,--
2017-09-07,DTEA,Davidstea Inc.,34,amc,-0.14,--,--,--,-0.98%
2017-09-07,SIGM,"Sigma Designs,...",8,amc,-0.17,--,--,--,-1.63%
