,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-08-22,TGT,Target Corporat...,"45,413",bmo,1.4,1.47,+0.07 ,+5.00% ,3.21%
2018-08-22,LOW,Lowe's Companie...,"81,596",bmo,2.02,2.07,+0.05 ,+2.48% ,5.80%
2018-08-22,MOMO,Momo Inc.,"6,976",bmo,0.66,0.66,0.00 ,0.00% ,8.57%
2018-08-22,LB,"L Brands, Inc.","7,648",amc,0.34,0.36,+0.02 ,+5.88% ,-13.05%
2018-08-22,SNPS,"Synopsys, Inc.","20,296",amc,0.92,0.95,+0.03 ,+3.26% ,6.36%
2018-08-22,FRO,Frontline Ltd.,"1,364",bmo,-0.21,-0.16,+0.05 ,+23.81% ,4.44%
2018-08-22,RY,Royal Bank Of C...,"116,123",bmo,1.62,1.66,+0.04 ,+2.47% ,1.94%
2018-08-22,ADI,"Analog Devices,...","41,731",bmo,1.46,1.53,+0.07 ,+4.79% ,2.09%
2018-08-22,WSM,Williams-sonoma...,"5,097",amc,0.68,0.77,+0.09 ,+13.24% ,16.50%
2018-08-22,SQM,Sociedad Quimic...,"7,927",amc,0.38,0.51,+0.13 ,+34.21% ,-4.97%
2018-08-22,BMA,Macro Bank Inc....,"4,776",--,2.14,2.02,-0.12 ,-5.61% ,--
2018-08-22,SFL,Ship Finance In...,"1,515",bmo,0.24,0.31,+0.07 ,+29.17% ,-0.68%
2018-08-22,UXIN,Uxin Limited Sp...,690,bmo,-0.21,--,--,--,6.25%
2018-08-22,PLAB,"Photronics, Inc...",569,bmo,0.15,0.17,+0.02 ,+13.33% ,12.85%
2018-08-22,ZAYO,Zayo Group Hold...,"7,814",amc,0.09,0.18,+0.09 ,+100.00% ,-5.36%
2018-08-22,BRY,Berry Petroleum...,853,amc,0.31,--,--,--,3.93%
2018-08-22,ALOT,"Astronova, Inc....",182,bmo,0.13,0.17,+0.04 ,+30.77% ,11.45%
2018-08-22,RAVN,Raven Industrie...,"1,293",amc,0.34,0.40,+0.06 ,+17.65% ,14.13%
2018-08-22,QADA,Qad Inc.,831,amc,0.07,0.20,+0.13 ,+185.71% ,5.08%
2018-08-22,NNA,Navios Maritime...,85,bmo,-1.8,-2.10,-0.30 ,-16.67% ,0.18%
2018-08-22,BVXV,Biondvax Pharma...,38,--,-0.01,-1.12,-1.11 ,"-11,100.00% ",--
