,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-02-06,DIS,The Walt Disney...,"256,367",amc,1.62,--,--,--,-1.33%
2018-02-06,BP,Bp P.l.c.,"137,166",bmo,0.66,--,--,--,1.99%
2018-02-06,GM,General Motors...,"54,608",bmo,1.34,--,--,--,5.87%
2018-02-06,GILD,Gilead Sciences...,"87,369",amc,1.7,--,--,--,2.96%
2018-02-06,SNAP,Snap Inc.,"20,625",amc,-0.15,--,--,--,47.58%
2018-02-06,ADM,Archer Daniels...,"23,493",bmo,0.7,--,--,--,3.45%
2018-02-06,CNC,Centene Corpora...,"21,280",bmo,0.47,--,--,--,4.32%
2018-02-06,SAVE,Spirit Airlines...,"3,481",bmo,0.71,--,--,--,1.35%
2018-02-06,VSH,Vishay Intertec...,"2,364",bmo,0.39,--,--,--,-7.82%
2018-02-06,AGN,Allergan Plc,"54,969",bmo,4.75,--,--,--,2.02%
2018-02-06,LITE,Lumentum Holdin...,"4,061",bmo,1.14,--,--,--,21.24%
2018-02-06,PAYC,Paycom Software...,"14,001",amc,0.23,--,--,--,-2.44%
2018-02-06,NEWR,"New Relic, Inc....","5,316",amc,-0.08,--,--,--,8.99%
2018-02-06,MTCH,"Match Group, In...","20,320",amc,0.31,--,--,--,8.33%
2018-02-06,CMI,Cummins Inc.,"26,640",bmo,2.65,--,--,--,-2.34%
2018-02-06,CCR,Consol Coal Res...,442,bmo,0.45,--,--,--,1.92%
2018-02-06,ATKR,Atkore Internat...,"1,195",bmo,0.34,--,--,--,-1.57%
2018-02-06,AKAM,Akamai Technolo...,"13,407",amc,0.63,--,--,--,1.27%
2018-02-06,TWO,Two Harbors Inv...,"3,484",amc,0.47,--,--,--,0.91%
2018-02-06,EMR,Emerson Electri...,"40,196",bmo,0.54,--,--,--,1.18%
2018-02-06,MCHP,Microchip Techn...,"21,230",amc,1.35,--,--,--,-9.80%
2018-02-06,WCG,Wellcare Health...,"14,216",bmo,0.21,--,--,--,-0.43%
2018-02-06,APC,Anadarko Petrol...,"35,671",amc,0.03,--,--,--,2.14%
2018-02-06,MYGN,Myriad Genetics...,"2,029",amc,0.24,--,--,--,-5.53%
2018-02-06,ZEN,"Zendesk, Inc.","10,073",amc,-0.04,--,--,--,5.31%
